Type,carbon_isotopes,silicon_29_28,silicon_30_28
M,49.08,42,-3
M,49.08,72,75
M,49.09,-4,63
Z,49.09,-42,64
M,49.09,96,93
M,49.09,18,57
X,49.1,-138,-80
Z,49.1,-49.0,8.2
M,49.1,14,13
M,49.1,43,24
M,49.10,92,86
M,49.10,89,27
M,49.10,12,27
M,49.10,51,59
M,49.11,35,84
M,49.11,123,78
M,49.12,-13,61
M,49.12,19,23
M,49.12,-44,37
M,49.13,122,100
M,49.13,22,23
M,49.13,30,34
M,49.13,18,45
M,49.13,-52,-4
Z,49.13,-71,71
M,49.13,41,74
M,49.14,82,81
M,49.15,10,33
M,49.15,-81,-41
M,49.16,6,40
M,49.16,17,27
M,49.16,46,45
M,49.16,101,104
M,49.17,85,65
M,49.17,15,28
M,49.2,61.6,80.7
M,49.17,101,90
M,49.18,-2,28
M,49.18,70,69
M,49.18,106,101
M,49.18,87,105
M,49.18,1,-101
M,49.18,98,99
M,49.18,38,39
M,49.18,-2,-28
M,49.19,53,63
M,49.19,32,36
M,49.19,86,105
M,49.19,53,48
M,49.19,31,39
M,49.2,7,16
M,49.2,30,53
M,49.2,7,56
M,49.20,-21,-56
M,49.20,57,47
M,49.21,13,29
M,49.21,82,54
M,49.21,5,29
M,49.21,9,31
M,49.21,90,62
M,49.21,54,45
M,49.2,-57.1,14.0
M,49.22,1,19
M,49.22,-13,27
M,49.23,66,7
M,49.23,15,33
M,49.23,-7,58
M,49.23,78,79
M,49.23,131,96
M,49.23,135,116
M,49.23,-27,0
M,49.23,108,82
M,49.24,18,21
M,49.24,24,44
M,49.24,61,65
M,49.25,34,33
M,49.25,49,21
M,49.25,74,63
M,49.25,17,29
M,49.25,72,72
M,49.25,39,56
M,49.26,12,29
Z,49.26,-43,55
M,49.26,14,40
M,49.27,24,25
M,49.3,-9.0,5.5
M,49.28,-24,-28
M,49.28,89,42
M,49.28,47,60
M,49.28,28,49
M,49.28,51,47
M,49.29,15,9
M,49.29,67,50
M,49.30,71,177
X,49.3,-452,-399
M,49.3,-22,-19
M,49.3,25,38
M,49.3,7,49
M,49.30,139,117
M,49.3,101.5,67.8
M,49.30,71,64
M,49.30,33,75
M,49.30,88,99
M,49.31,37.9,41.1
M,49.32,27,99
M,49.33,30,47
M,49.33,27,0
M,49.3,32.4,29.9
M,49.34,26,39
M,49.34,26,50
Z,49.34,-106,20
M,49.34,29,45
M,49.34,-3,-37
M,49.35,75,49
M,49.35,14,15
M,49.36,104,67
M,49.36,27,23
M,49.36,104,68
M,49.36,39,38
M,49.36,68,70
M,49.37,29,30
M,49.37,91.34,74.37
M,49.37,44,53
M,49.38,26,56
M,49.38,9,29
M,49.38,46,46
M,49.38,76,56
Z,49.38,-85,52
M,49.39,12.08,26.70
U,49.39,429,408
M,49.40,66.57,58.77
M,49.4,-1,17
M,49.4,51,43
M,49.4,57,59
M,49.40,72,71
M,49.40,56,58
M,49.41,-20,5
M,49.41,23,39
M,49.41,33,41
M,49.41,30,-2
M,49.4,18.8,32.8
M,49.41,67,66
M,49.41,86,133
M,49.42,49,63
M,49.42,104,92
M,49.42,29,-4
M,49.43,17,65
Z,49.43,-130,64
M,49.4,95.7,177.9
M,49.43,124,67
M,49.44,72,40
M,49.44,37,38
M,49.44,36,52
M,49.45,59,112
M,49.45,7,-18
M,49.45,63,49
M,49.45,10,19
M,49.45,88,78
M,49.46,26,34
M,49.46,-26,25
M,49.46,-3,-23
M,49.46,3,23
M,49.46,62,52
M,49.46,79,65
M,49.46,15,34
M,49.46,37,-4
M,49.46,29,14
M,49.46,23.70,15.51
M,49.47,71,74
M,49.47,39,44
M,49.48,24,38
M,49.5,136.2,97.7
M,49.49,104,88
M,49.50,34.8,38.2
M,49.50,66.3,53.6
M,49.51,101,120
M,49.51,45,41
M,49.51,60,44
M,49.51,36,40
M,49.51,-10,18
M,49.51,51,24
M,49.52,112,83
M,49.52,90,84
M,49.52,58,40
M,49.53,35,59
M,49.53,32,43
Z,49.53,-102,70
M,49.53,74,71
M,49.54,111,80
M,49.54,24,39
M,49.54,91,84
M,49.5,65.0,84.2
M,49.54,86,80
M,49.54,15,13
M,49.55,0,18
M,49.55,-11,35
M,49.55,48,61
M,49.55,24,54
M,49.56,7,31
M,49.56,3,17
M,49.56,-19,11
M,49.6,114.0,93.0
M,49.57,49,55
M,49.58,33,45
M,49.59,63,74
M,49.60,36,38
M,49.6,53,58
M,49.60,44,60
M,49.61,-16,-29
Z,49.61,45,129
M,49.61,64,28
M,49.61,49,46
M,49.61,104,73
M,49.61,47,5
M,49.6,81.9,73.2
M,49.61,15,19
M,49.61,-24,17
M,49.62,9,30
M,49.6,30.3,46.2
Z,49.6,-59.8,125.6
M,49.62,80,61
M,49.63,64,61
M,49.63,23,15
M,49.63,80,30
M,49.63,81,75
M,49.64,106,115
M,49.64,104,75
M,49.64,105,101
M,49.65,16,10
M,49.66,90,86
M,49.7,95.8,84.9
M,49.66,77,66
M,49.67,63,31
M,49.67,10,33
M,49.67,-39,-63
M,49.67,136,123
M,49.68,73,77
M,49.68,54,30
Z,49.68,16,178
M,49.68,7,40
M,49.68,44,66
M,49.69,40,65
M,49.69,49,65
M,49.69,18,73
M,49.69,14,18
M,49.70,45,71
M,49.7,59,55
M,49.70,0,5
M,49.70,108,100
M,49.70,31,28
Z,49.71,-73,87
M,49.71,45,41
M,49.71,-53,-15
M,49.72,7,27
M,49.72,81,60
M,49.74,23,24
M,49.74,17,26
M,49.74,62,69
M,49.74,30,36
M,49.74,67,39
M,49.74,46,73
M,49.74,-5,0
M,49.75,43,35
M,49.7,38.7,43.7
M,49.75,15,43
M,49.75,32,50
M,49.75,47,4
M,49.76,76,47
M,49.77,81,36
M,49.77,26,47
M,49.77,5,-8
M,49.77,47,48
M,49.77,61,36
M,49.77,63,47
M,49.77,66,76
M,49.78,43,24
Z,49.79,-58,44
M,49.79,88,72
M,49.79,106,103
M,49.79,74,148
M,49.79,52,95
M,49.80,22,28
M,49.80,97,97
M,49.8,11.8,25.0
M,49.8,56,83
M,49.80,87,84
M,49.80,-10,26
M,49.80,57,111
M,49.81,74,82
M,49.82,76,91
M,49.82,-2,68
M,49.82,34,38
M,49.82,59,52
M,49.8,7,19
M,49.83,16,27
Z,49.83,-15,165
M,49.83,81,51
M,49.84,-8,21
M,49.84,60,67
M,49.84,-6,52
M,49.84,35,37
M,49.84,55,68
Z,49.84,-18,87
M,49.85,61,52
M,49.85,22,33
M,49.85,5,14
M,49.86,64.5,75.2
M,49.86,15,47
M,49.87,17,14
M,49.9,104.2,104.3
M,49.88,68,69
M,49.88,31,40
M,49.9,27.9,43.9
M,49.89,133,107
M,49.89,17,-18
M,49.90,34,12
M,49.90,50,41
M,49.90,61,61
M,49.91,38,36
M,49.91,94,60
M,49.91,31,21
M,49.91,-36,10
M,49.93,40,47
M,49.93,73,52
M,49.94,0,48
M,49.94,13,-3
M,49.95,11,-5
M,49.97,1,24
M,49.97,19,-10
M,49.98,42,51
M,49.98,64,78
M,49.99,44,36
M,49.99,83,63
M,49.99,41,44
M,49.99,29,28
M,50,15,16
M,50,87,83
M,50.01,-13,10
M,50.0,10.5,-3.0
M,50.02,8,7
M,50.02,48,64
M,50.03,0,16
M,50.03,49,23
M,50.03,56,68
M,50.03,43,33
M,50.03,31,58
M,50.0,29.6,54.0
M,50.04,-88,-51
M,50.04,59,62
M,50.04,124,104
M,50.05,12,16
M,50.0,32.3,29.3
M,50.05,54,52
M,50.06,9,25
M,50.06,-4,4
M,50.07,-5,25
M,50.07,34,75
M,50.07,118,-31
M,50.07,80,59
M,50.07,5,34
M,50.1,-9.2,-9.1
M,50.07,21,45
U,50.07,199,65
M,50.08,-88,-38
M,50.08,16,39
M,50.08,93,76
M,50.09,67,79
M,50.09,19,-3
M,50.09,17,48
M,50.1,99.2,87.0
M,50.09,26,59
M,50.10,40,94
M,50.10,76,69
M,50.1,-29,2
M,50.1,81,84
M,50.1,132,109
M,50.10,-22,15
M,50.10,20,59
M,50.11,68,55
M,50.11,90,75
M,50.11,45,47
M,50.11,7,13
M,50.11,33,47
M,50.12,133,96
M,50.12,44,60
M,50.12,79,67
M,50.13,72,67
M,50.13,28,67
M,50.13,88,64
M,50.13,-6,-42
M,50.13,0,-15
M,50.14,9,24
M,50.14,-4,38
M,50.14,-16,-32
M,50.15,81.62,81.43
M,50.15,80,44
M,50.2,122.6,89.2
M,50.15,-12,-1
M,50.15,55,54
M,50.16,44,48
M,50.16,31,47
M,50.16,30,7
M,50.16,57,53
M,50.19,-31,24
M,50.19,91,88
M,50.20,40,29
M,50.20,80,84
M,50.20,30,28
M,50.20,38,50
X,50.20,-360,-359
M,50.20,105,91
M,50.21,3,46
M,50.21,16,22
M,50.21,21,14
M,50.21,59,80
M,50.22,40,48
M,50.22,46,25
M,50.22,21,17
Z,50.22,-119,296
M,50.22,-18,-13
M,50.23,65,43
M,50.24,-12,-12
M,50.24,32,89
M,50.25,52,36
M,50.25,63,50
M,50.25,34.4,40.0
M,50.25,39,88
M,50.25,-2,27
M,50.25,9,24
M,50.25,38,75
M,50.25,68,68
M,50.26,20,39
M,50.26,16,-7
Z,50.26,-85,25
M,50.26,33,33
M,50.26,60,46
M,50.26,37,52
M,50.26,64,79
M,50.26,88,104
M,50.26,92,122
M,50.27,80,53
M,50.27,59,54
M,50.27,77,77
M,50.27,58,49
M,50.28,140.49,101.44
M,50.28,69,55
M,50.28,1,8
M,50.28,75,57
M,50.29,40,40
M,50.29,12,-13
M,50.29,34,30
M,50.29,73,66
M,50.3,-33,-12
Z,50.3,-35,30
M,50.3,55.6,54.9
M,50.30,89.6,70.4
M,50.3,81.0,78.2
M,50.3,144,108
M,50.30,23,38
M,50.30,80,82
M,50.30,25,22
M,50.32,125,108
M,50.32,129,103
M,50.32,92,141
M,50.32,56,56
M,50.32,144,116
M,50.32,19,11
M,50.32,34,62
M,50.32,47,54
M,50.33,95,106
M,50.33,-10,12
M,50.33,-5,48
M,50.33,19,59
M,50.34,64,39
M,50.35,59,57
M,50.35,127,107
M,50.36,32,33
M,50.36,37,26
M,50.36,51,35
M,50.36,4,2
M,50.37,30,48
M,50.37,43,54
M,50.37,65,65
M,50.38,47,51
M,50.38,49,22
M,50.38,34,23
M,50.4,39.8,23.6
M,50.38,41,70
M,50.38,83,58
M,50.39,44,49
M,50.39,18,15
M,50.39,58,27
M,50.39,40,30
M,50.40,37,36
M,50.4,-86,-48
Z,50.4,-26,50
M,50.41,15,4
M,50.41,63,42
M,50.42,77,43
M,50.43,68,75
M,50.44,-34,34
M,50.44,20,-5
M,50.45,36,29
M,50.45,74,109
M,50.45,108,73
Z,50.45,-116,154
M,50.45,-7,22
M,50.45,36,49
M,50.45,-38,10
M,50.46,-5,33
M,50.46,75,53
M,50.47,53,29
M,50.47,67,61
M,50.47,33,37
M,50.48,-21,-26
M,50.48,-43,7
M,50.48,12,21
M,50.48,62,21
M,50.49,49,32
M,50.50,-7,34
M,50.50,19,5
M,50.5,76,79
M,50.5,88,112
M,50.50,19,24
M,50.50,50,26
M,50.50,91,86
M,50.51,49,53
M,50.51,48,27
M,50.51,53,56
M,50.51,26,71
M,50.52,48,87
M,50.52,10,26
M,50.52,41,27
M,50.52,16,36
M,50.52,48,48
M,50.52,37,43
M,50.52,20,16
Z,50.53,-104,157
M,50.53,74,56
M,50.53,79,73
M,50.54,-31,42
M,50.54,7,2
M,50.54,86,76
M,50.54,111,98
M,50.55,44,35
M,50.55,80,68
M,50.55,16,47
M,50.55,48,48
M,50.55,96,88
M,50.55,59,98
M,50.56,88,79
M,50.57,91,79
M,50.57,88,54
M,50.57,123,127
M,50.58,59,74
M,50.58,48,52
M,50.58,59,55
M,50.58,117,70
M,50.59,75,68
M,50.6,44.0,45.9
M,50.6,136,135
M,50.60,-26,91
M,50.60,-1,24
M,50.6,6.2,14.7
M,50.61,43,81
M,50.61,-9,1
M,50.61,42,54
M,50.61,32,35
M,50.62,-47,15
M,50.62,34,42
M,50.62,20,16
M,50.63,20,44
M,50.63,95,72
M,50.64,65,88
M,50.64,86,109
M,50.65,46,93
M,50.65,48,61
M,50.65,46,84
M,50.66,-8,50
M,50.66,124,106
M,50.66,26,7
M,50.66,43,51
M,50.66,37,55
M,50.66,66,83
M,50.68,64,57
M,50.68,87,69
M,50.68,109,104
M,50.68,57,36
M,50.69,40,65
M,50.69,133,85
M,50.69,-102,-90
M,50.69,-88,-58
M,50.69,20,35
Z,50.69,12,78
M,50.69,41,44
M,50.70,6,35
M,50.70,12,37
M,50.7,106,95
M,50.71,33,33
M,50.71,81,101
M,50.71,28,30
M,50.71,14,-40
M,50.72,51,42
M,50.72,49,54
M,50.72,78,59
M,50.73,11,20
M,50.73,3,4
M,50.73,-9,-15
M,50.73,1,35
M,50.74,50,25
M,50.74,82,67
U,50.74,5,77
M,50.74,73,8
M,50.74,77,60
M,50.74,36,53
M,50.75,37,32
M,50.75,39,39
M,50.76,14,28
M,50.76,72,61
M,50.76,47,20
X,50.8,-21,-44
M,50.76,-2,-22
M,50.8,56.1,68.3
M,50.78,6,64
M,50.78,5,4
M,50.79,80,63
M,50.8,76.8,136.7
M,50.8,11.0,1.9
M,50.8,64,61
M,50.80,99.9,79.4
M,50.80,121,130
M,50.81,104,94
M,50.81,32,76
M,50.82,-10,11
M,50.82,13,3
M,50.82,-29,5
Z,50.82,-32,42
M,50.8,96.1,94.2
M,50.83,-2,4
M,50.83,4,38
Z,50.83,2,43
M,50.83,79,61
M,50.84,37,40
M,50.84,86,79
M,50.8,111.9,87.9
M,50.84,-7,0
M,50.84,16,32
M,50.84,10,46
M,50.85,51,56
M,50.8,70.6,71.7
M,50.85,25,47
M,50.85,-7,39
M,50.85,65,58
M,50.85,84,65
M,50.86,-9,18
Z,50.86,-18,32
M,50.86,-66,-35
M,50.86,39,47
M,50.87,55,52
M,50.87,26,54
M,50.87,62,32
M,50.87,-2,-4
M,50.9,80.6,67.6
M,50.88,56,47
Z,50.88,-37,125
M,50.88,49,28
M,50.88,38,46
M,50.89,-63,31
M,50.89,27,76
M,50.90,21,23
M,50.90,80,50
M,50.90,-11,6
M,50.92,61,66
M,50.9,41.7,47.0
M,50.93,99,82
M,50.93,103,84
M,50.93,33,70
Z,50.93,-146,-15
M,50.93,6,10
M,50.94,50,53
M,50.94,38,93
M,50.9,64.8,56.1
M,50.94,33,50
M,50.95,9,18
M,50.96,105,87
M,50.96,117,117
M,50.96,-55,-49
Z,50.96,-102,-2
M,50.96,-1,6
M,50.96,13,33
M,50.96,74,41
M,50.96,-18,47
M,50.96,6,48
M,50.96,10,26
M,50.97,9,-23
M,50.97,89,93
M,50.98,80,65
M,50.99,-3,15
M,50.99,46,22
M,50.99,62,56
M,50.99,88,81
Z,51.0,51.6,160.5
M,51.00,104,103
Z,51,-59,23
Z,51,-8,46
M,51.00,68.7,65.4
M,51,97,89
M,51.0,187,127
Z,51,-115,137
Z,51.0,71,435
M,51.0,95.4,71.9
M,51.01,19,37
M,51.01,52,103
M,51.01,33,38
M,51.02,20,-3
M,51.02,79,63
M,51.03,-57,-32
M,51.04,-27,-4
M,51.04,37,52
M,51.04,44,33
M,51.04,57,62
M,51.04,70,69
M,51.04,120,106
M,51.05,56,129
M,51.05,52,65
M,51.05,40,45
M,51.05,92,82
M,51.06,23,56
M,51.06,31,16
M,51.06,34,44
M,51.06,85,50
M,51.06,-40,-45
U,51.06,95,128
M,51.06,-58,-71
M,51.06,61,61
M,51.07,33,43
M,51.07,10,16
M,51.07,52,57
M,51.07,22,32
M,51.07,57,59
M,51.09,50,69
M,51.09,56,19
M,51.09,40,29
M,51.09,58,64
M,51.09,106,90
M,51.09,21,-24
M,51.09,71,57
M,51.09,90,68
M,51.1,56,52
M,51.11,78,79
M,51.11,25,39
M,51.11,100,105
M,51.11,35,73
Z,51.11,-110,67
M,51.1,106.8,99.1
M,51.12,100,22
M,51.12,27,-25
M,51.12,38,33
M,51.12,91,71
M,51.12,44,81
M,51.12,71,51
M,51.13,-52,-14
M,51.15,92,93
M,51.15,-9,17
M,51.15,3,30
M,51.15,109,37
M,51.15,24,5
M,51.15,20,49
M,51.15,22,47
M,51.16,46,28
M,51.16,46,1
M,51.16,30,28
M,51.17,-40,-9
M,51.17,56,54
M,51.17,27,54
M,51.17,55,11
M,51.2,76.5,86.1
M,51.18,18,17
M,51.18,107,79
M,51.18,99,89
M,51.18,77,57
M,51.19,66,61
M,51.2,91,81
M,51.2,123,116
M,51.20,54,50
M,51.20,33,24
M,51.20,69,67
M,51.20,34,28
M,51.21,61,36
M,51.21,70,58
M,51.21,109,88
M,51.21,32,76
M,51.22,40,73
M,51.23,70,45
M,51.23,90,87
M,51.23,6,6
M,51.23,7,23
M,51.23,71,38
M,51.23,78,77
M,51.23,77,64
M,51.24,36,57
M,51.24,49,30
M,51.24,111,93
M,51.26,67,55
M,51.26,-67,-29
M,51.26,110,80
M,51.26,-47,51
M,51.26,37,45
M,51.28,1,8
M,51.28,47,44
M,51.28,75,54
Z,51.28,-119,72
M,51.29,-21,29
M,51.29,73,82
M,51.29,6,16
M,51.29,-21,26
M,51.29,52,49
M,51.3,-18,14
M,51.3,32.9,45.9
M,51.3,96,100
Z,51.3,-119,163
M,51.30,39,47
M,51.3,142.6,121.9
M,51.31,46,32
M,51.32,74,41
M,51.32,107,92
M,51.32,57,52
M,51.3,46.8,75.4
M,51.34,58,54
M,51.34,77,61
M,51.34,82,71
M,51.34,-102,-72
M,51.34,48,39
Z,51.34,-143,71
M,51.34,66,80
M,51.34,87,85
M,51.35,37,62
M,51.36,14,28
M,51.36,41,69
M,51.37,116,94
M,51.37,109,95
M,51.37,78,73
M,51.37,36,13
M,51.38,41,22
M,51.38,36,50
M,51.38,55,72
M,51.38,-5,1
M,51.38,-7,37
M,51.38,65,38
M,51.39,86,59
M,51.39,12,18
M,51.39,-8,22
M,51.39,67,66
M,51.39,16,7
M,51.40,-13,21
M,51.40,53,46
M,51.4,21,30
M,51.4,127,112
M,51.40,-29,14
M,51.40,54,60
M,51.41,35,43
M,51.42,56,54
M,51.42,91,82
M,51.42,28,57
M,51.43,42,82
M,51.43,48,59
M,51.43,-59,-42
M,51.43,94,80
M,51.44,85,61
M,51.45,59,69
M,51.45,28,42
M,51.46,39,19
M,51.46,10,22
M,51.46,39,59
M,51.46,139,142
M,51.46,50,40
M,51.46,11,18
M,51.47,20,40
M,51.48,48,46
M,51.48,118,98
M,51.48,94,59
M,51.48,54,43
M,51.48,68,40
M,51.49,58,74
M,51.49,80,86
M,51.49,-64,-14
M,51.50,47,81
M,51.5,88,69
M,51.5,60,81
M,51.50,15,61
M,51.51,9,12
M,51.51,50,48
M,51.51,-55,-1
Z,51.51,-54,125
M,51.52,12,28
M,51.52,96,65
M,51.52,34,26
M,51.53,-3,41
M,51.53,55,49
M,51.53,56,58
M,51.53,-29,0
M,51.53,-30,-47
M,51.53,81,76
M,51.54,96,83
M,51.56,52,39
M,51.56,25,31
M,51.56,41,41
M,51.56,62,75
M,51.6,41.4,38.1
Z,51.57,-11,48
M,51.57,47,61
M,51.58,50,23
M,51.58,41,49
M,51.59,104,107
M,51.59,29,26
M,51.6,86.8,64.9
M,51.60,55,58
M,51.60,90,102
M,51.6,-64,-14
M,51.6,47,11
M,51.60,81,64
M,51.61,11,29
M,51.61,65,120
M,51.61,84,77
M,51.61,51,44
M,51.62,87,65
M,51.62,-28,29
M,51.62,33,46
M,51.62,9,8
M,51.63,109,38
M,51.63,49,31
M,51.64,95,80
M,51.64,117,101
Z,51.65,-84,28
M,51.65,42,57
M,51.65,21,32
M,51.65,61,62
M,51.65,53,62
M,51.7,69.3,64.2
M,51.67,18,35
M,51.67,-53,-5
M,51.67,89,50
Z,51.68,-54,69
M,51.68,80,24
M,51.7,73.3,58.5
M,51.68,43,21
M,51.68,102,102
M,51.68,26,59
M,51.70,38,55
M,51.70,70,68
M,51.70,98,84
M,51.70,66,43
M,51.7,17,13
M,51.70,68,38
Z,51.70,-48,58
M,51.70,18,35
M,51.71,-3,17
M,51.71,18,29
M,51.72,74,71
M,51.72,4,14
M,51.72,69,54
M,51.73,67,82
M,51.73,-11,34
M,51.73,108,99
M,51.73,73,55
M,51.74,-22,10
M,51.74,86,64
Z,51.74,-45,73
M,51.74,96,69
M,51.75,31,19
M,51.75,9,29
M,51.75,25,36
M,51.75,125,83
M,51.75,32,60
M,51.75,57,72
M,51.75,79,65
M,51.76,30,16
M,51.76,61,62
M,51.76,-2,31
M,51.77,57,68
M,51.8,43,38
M,51.77,61,55
M,51.77,52,70
M,51.78,25,12
M,51.78,16,39
M,51.78,28,77
M,51.79,32,71
M,51.79,19,-2
M,51.79,43,28
M,51.80,74,40
M,51.8,-52,-41
M,51.8,92.0,75.8
M,51.80,150,130
M,51.80,98,76
M,51.81,38,39
M,51.8,77.7,41.9
M,51.81,96,112
M,51.81,98,74
M,51.81,86,82
M,51.81,65,40
M,51.81,111,102
M,51.82,141,95
Z,51.83,-41,16
M,51.83,17,26
M,51.83,30,48
M,51.84,46,51
M,51.8,24.4,46.2
M,51.84,79,36
M,51.84,29,44
M,51.85,91,61
M,51.85,9,27
M,51.9,35.2,51.9
M,51.86,-5,6
M,51.86,103,50
M,51.86,16,19
M,51.86,36,63
Z,51.86,-39,33
M,51.86,-5,2
M,51.87,3,57
M,51.87,8,5
M,51.87,87,50
M,51.87,-35,-17
M,51.87,31,33
M,51.87,52,48
M,51.89,-28,-65
M,51.9,96.6,125.6
M,51.90,32,3
M,51.91,26,19
M,51.91,94,85
M,51.9,60.2,63.0
M,51.91,89,67
M,51.91,25,112
M,51.9,17.7,60.1
M,51.91,99,65
M,51.91,56,41
M,51.92,-17,18
M,51.92,47,32
M,51.92,35,34
Z,51.92,-7,54
Z,51.92,-41,65
M,51.93,12,-23
M,51.93,88,55
M,51.94,45,22
M,51.94,31.1,39.1
M,51.94,1,13
M,51.95,34,67
M,51.95,41,68
M,51.95,68,45
M,51.95,56,47
M,51.98,14,82
M,51.98,22,60
M,51.98,48,78
M,51.98,64,81
M,51.98,27,34
M,51.98,11,63
M,51.99,74,51
M,51.99,46,58
M,52,-3,3
M,52,4,28
M,52.00,96,81
M,52.00,149,85
M,52.01,15,27
M,52.01,102,91
M,52.0,79.8,61.8
M,52.02,15,66
M,52.02,-40,2
M,52.02,98,83
M,52.03,59,68
M,52.04,19,14
M,52.04,87,92
M,52.04,24,80
M,52.07,35,14
M,52.07,23,32
M,52.07,96,91
M,52.07,18,52
M,52.07,24,21
M,52.1,48.9,58.0
M,52.09,-9,52
M,52.09,-2,11
M,52.09,39,35
M,52.10,-28,-36
M,52.10,25,-12
M,52.10,82,58
Z,52.10,-118,136
M,52.10,59,60
M,52.1,38,56
M,52.1,70,69
Z,52.1,-140,367
M,52.10,44,58
M,52.10,66,64
M,52.1,95.5,82.0
M,52.1,18.1,1.0
M,52.11,75,76
M,52.12,73,75
M,52.12,115,96
M,52.12,90.1,73.1
M,52.14,25,34
M,52.14,109,99
M,52.14,45,17
M,52.15,-33,-10
M,52.15,16,20
M,52.15,43,39
M,52.2,128.5,78.6
M,52.15,95,100
M,52.15,42,39
M,52.15,68,57
M,52.15,81,76
M,52.15,21,27
M,52.16,65,79
M,52.16,-2,76
M,52.16,90,89
M,52.17,44,44
M,52.17,3,122
M,52.17,27,69
M,52.18,36,50
M,52.19,64,66
M,52.19,55,46
M,52.19,43,56
M,52.2,37,12
M,52.20,29,48
M,52.20,62,45
M,52.2,102.3,104.9
M,52.21,65,74
M,52.21,38,52
M,52.22,2,-2
M,52.2,110.3,101.2
M,52.23,2,42
M,52.23,30,16
M,52.23,15,17
M,52.24,76,67
M,52.24,83,74
M,52.24,22,19
M,52.24,-55,-108
M,52.24,41,52
M,52.25,-1,31
M,52.26,13,37
M,52.27,-17,0
M,52.27,101,50
M,52.27,58,35
M,52.27,60,79
M,52.28,21,55
M,52.28,4,-31
M,52.29,30.37,52.59
M,52.29,22,-23
M,52.29,-8,69
M,52.30,80,67
M,52.3,14,10
Z,52.3,-24,35
M,52.3,169,144
M,52.30,19.89,21.69
M,52.30,74,62
M,52.31,95,75
M,52.31,-29,3
M,52.31,12,39
M,52.31,15,34
M,52.31,120,107
M,52.31,137,120
M,52.31,15,42
M,52.31,33,51
M,52.31,79,75
M,52.32,72,132
M,52.32,57,106
Z,52.32,-34,63
M,52.33,-65,-24
M,52.33,25,38
M,52.33,-5,-6
M,52.3,61.3,92.0
M,52.33,111.15,94.67
M,52.34,4,25
M,52.34,64,88
M,52.34,24,41
M,52.34,108,104
M,52.3,22.4,22.1
M,52.34,15,38
M,52.34,31,39
M,52.35,61,93
M,52.35,93,67
M,52.35,72,69
M,52.35,27,25
M,52.35,34,47
M,52.35,28.27,34.35
M,52.36,12,63
M,52.36,63,55
M,52.37,26,24
M,52.38,64,40
M,52.38,14,53
M,52.38,19,22
M,52.38,94,63
M,52.4,61.5,79.9
M,52.38,30,46
M,52.38,29,47
M,52.38,88,71
M,52.38,101,59
M,52.39,45,27
M,52.39,95,91
M,52.39,-30,-16
M,52.39,134,103
M,52.39,44,51
M,52.4,133.9,99.8
M,52.39,32,33
M,52.40,60,55
M,52.4,-27,-11
M,52.4,47,35
M,52.4,47.5,36.0
M,52.40,103.4,84.2
M,52.41,-1,2
M,52.41,85,67
M,52.41,32,26
M,52.4,90.0,84.2
M,52.42,33,12
M,52.43,138,82
M,52.43,40,54
M,52.43,76,78
M,52.44,10,25
M,52.44,108,77
M,52.45,46,25
M,52.45,41,33
M,52.45,-1,5
M,52.46,35,34
M,52.47,21,94
M,52.47,67,53
M,52.47,24,65
M,52.47,26,26
M,52.48,-46,43
M,52.48,81,37
M,52.48,46,123
M,52.49,86,70
M,52.5,29.8,43.0
M,52.5,71.1,111.1
M,52.50,-58,-89
M,52.50,-68,-49
M,52.50,28,28
M,52.50,13,52
M,52.5,92.3,66.2
M,52.5,96,73
M,52.5,88,83
M,52.51,13,20
M,52.51,39,41
M,52.51,22,29
M,52.5,65.6,78.6
M,52.5,41.2,28.0
M,52.52,57,55
M,52.53,97,76
M,52.53,53,46
Z,52.53,-46,58
M,52.53,39,54
M,52.54,56,33
M,52.54,70,53
M,52.54,50,53
M,52.55,108,74
M,52.56,-10,2
M,52.56,38,25
M,52.56,97,75
M,52.56,61,70
M,52.56,57,66
M,52.56,21,28
M,52.57,61,62
M,52.57,34,51
M,52.57,3,48
M,52.57,37,48
M,52.58,4,37
M,52.58,37.42,59.36
M,52.60,110,100
M,52.60,37,64
M,52.60,33,90
M,52.6,46,53
M,52.6,111,89
M,52.60,34,27
M,52.61,30,40
M,52.61,37,78
M,52.61,-39,-1
M,52.61,89,98
M,52.61,37,68
M,52.6,64.8,42.1
M,52.62,51,92
M,52.63,38,41
M,52.63,66,60
M,52.64,129,99
M,52.64,54,41
M,52.65,95.1,83.1
M,52.65,16,27
M,52.65,18,7
M,52.65,99,73
M,52.65,82,62
M,52.66,91,70
M,52.7,19.2,15.2
M,52.7,23.8,39.5
M,52.66,83,80
M,52.67,33,41
M,52.67,16,-7
M,52.67,78,75
M,52.68,16,15
M,52.69,-6,-12
M,52.69,90,99
M,52.69,87.34,74.96
M,52.70,-19,-30
M,52.70,-35,-28
M,52.70,-23,-7
M,52.7,33.9,33.1
M,52.7,43,37
M,52.7,22,68
M,52.7,97,91
M,52.72,-45,-13
M,52.72,12,-2
M,52.72,47,48
M,52.73,3,16
M,52.73,-61,-13
Z,52.73,-56,53
M,52.73,102,103
M,52.74,26,39
M,52.74,62,12
M,52.75,-21,8
M,52.75,86.00,73.78
M,52.75,24,36
M,52.75,122,91
M,52.75,8,25
M,52.76,89,55
M,52.76,-2,-12
M,52.76,41,43
M,52.76,42,57
M,52.76,105,93
