Type,12C/13C,err+[12C/13C],err-[12C/13C]
M,66.7,3.6,3.6
Z,66.73,0.82,0.80
M,66.72,4.57,4.02
M,66.7,2.0,2.0
X,66.71,3.40,3.08
M,66.70,0.74,0.72
M,66.7,0.4,0.4
M,66.7,0.5,0.5
M,66.69,3.02,2.77
M,66.69,0.42,0.42
M,66.69,0.71,0.71
M,66.69,0.83,0.83
M,66.69,2.43,2.43
M,66.7,4.6,4.0
M,66.7,2.6,2.6
M,66.67,0.76,0.76
M,66.67,0.23,0.23
M,66.67,0.33,0.33
M,66.66,1.52,1.52
M,66.7,7.0,7.0
M,66.64,1.15,1.15
M,66.64,0.89,0.89
M,66.62,0.78,0.78
M,66.62,1.52,1.52
M,66.6,6.9,6.9
Z,66.6,0.8,0.8
M,66.6,0.4,0.4
M,66.6,0.4,0.4
M,66.60,1.17,1.17
Z,66.60,1.67,1.67
M,66.60,0.39,0.39
M,66.6,5.4,5.4
M,66.58,1.22,1.18
M,66.57,2.44,2.27
M,66.57,0.77,0.77
M,66.56,3.79,3.79
M,66.55,0.71,0.71
M,66.55,1.13,1.13
M,66.55,1.06,1.06
M,66.55,1.62,1.62
M,66.55,0.66,0.66
M,66.6,1.6,1.6
M,66.55,0.46,0.46
M,66.55,0.65,0.65
M,66.52,3.31,3.31
M,66.5,4.1,4.1
M,66.52,2.91,2.91
M,66.52,0.35,0.35
M,66.51,2.57,2.39
M,66.50,1.70,1.70
M,66.5,0.4,0.4
M,66.47,1.51,1.45
M,66.46,1.74,1.74
M,66.45,0.95,0.95
M,66.44,5.59,4.78
M,66.43,3.97,3.55
M,66.43,1.16,1.16
M,66.4,2.3,2.3
M,66.42,1.30,1.30
M,66.42,1.41,1.41
M,66.42,2.33,2.33
M,66.42,1.12,1.12
M,66.41,1.58,1.58
M,66.41,0.81,0.81
M,66.41,0.81,0.81
M,66.41,0.85,0.85
M,66.41,1.60,1.60
M,66.41,0.46,0.46
M,66.41,0.86,0.86
M,66.38,2.47,2.30
M,66.38,1.1,1.1
M,66.38,0.45,0.45
M,66.37,0.46,0.46
M,66.37,0.98,0.98
M,66.4,6.9,6.9
M,66.36,1.17,1.13
M,66.35,0.47,0.47
Z,66.35,1.35,1.35
M,66.34,8.72,8.72
M,66.34,1.52,1.46
M,66.33,0.78,0.78
M,66.33,2.10,1.98
M,66.33,0.9,0.9
M,66.33,1.74,1.66
M,66.32,0.36,0.36
Z,66.32,2.46,2.46
M,66.32,1.59,1.59
M,66.32,1.65,1.65
M,66.31,0.34,0.34
M,66.31,1.28,1.28
M,66.30,1.96,1.96
M,66.30,1.54,1.54
M,66.3,0.4,0.4
M,66.30,2.52,2.52
M,66.29,0.46,0.46
M,66.28,0.81,0.81
M,66.28,5.47,5.47
M,66.27,2.65,2.65
M,66.26,0.46,0.46
M,66.26,2.79,2.58
M,66.26,0.51,0.51
M,66.25,5.12,4.44
M,66.25,0.68,0.68
M,66.24,1.14,1.10
M,66.24,1.05,1.05
M,66.24,1.53,1.46
M,66.23,1.33,1.33
M,66.23,1.76,1.67
M,66.23,0.57,0.57
M,66.22,0.41,0.41
M,66.22,1.79,1.69
M,66.22,2.24,2.24
M,66.22,0.82,0.82
M,66.22,0.57,0.57
M,66.21,0.50,0.50
M,66.21,4.74,4.15
M,66.21,0.95,0.95
M,66.20,0.42,0.42
M,66.2,0.6,0.6
M,66.2,0.5,0.5
M,66.20,0.99,0.99
M,66.19,1.74,1.74
M,66.19,1.34,1.29
X,66.18,0.33,0.33
M,66.18,0.52,0.52
M,66.2,1.9,1.9
M,66.17,3.26,2.96
M,66.17,0.32,0.32
M,66.16,2.25,2.25
M,66.16,2.34,2.19
M,66.16,1.25,1.25
M,66.14,1.03,1.03
M,66.14,2.09,2.09
M,66.13,1.19,1.15
M,66.13,1.72,1.72
M,66.1,10.8,10.8
M,66.10,0.39,0.39
M,66.1,0.7,0.7
M,66.10,2.84,2.61
Z,66.09,0.53,0.53
M,66.09,0.69,0.69
M,66.09,1.16,1.16
M,66.08,2.25,2.11
M,66.07,1.39,1.34
M,66.07,0.47,0.47
M,66.05,3.65,3.29
M,66.05,0.96,0.96
M,66.05,2.36,2.20
M,66.05,0.60,0.60
M,66.05,1.89,1.89
M,66.04,1.47,1.47
M,66.04,0.75,0.75
M,66.03,1.10,1.10
Z,66.02,0.68,0.68
M,66.02,0.7,0.7
M,66.02,0.32,0.32
M,66.01,1.80,1.71
M,66.00,0.97,0.97
M,66.0,2.7,2.7
M,66.00,1.52,1.52
M,66.00,1.14,1.14
M,66,0.8,0.8
Z,66,0.6,0.6
M,66,0.5,0.5
M,66.00,1.97,1.97
M,66.00,0.87,0.87
M,65.97,0.59,0.59
M,65.96,5.38,4.62
M,65.96,2.89,2.89
M,65.95,0.62,0.62
M,65.95,2.16,2.16
M,65.95,0.64,0.64
U,65.95,0.60,0.60
M,65.95,3.73,3.35
M,65.94,2.38,2.38
M,65.94,7.38,6.03
M,65.93,1.01,0.98
M,65.9,1.5,1.5
M,65.91,1.02,1.02
M,65.91,3.25,3.25
M,65.91,1.85,1.85
M,65.90,0.81,0.79
M,65.9,0.5,0.5
M,65.9,2.38,2.38
M,65.9,0.94,0.94
M,65.9,0.6,0.6
Z,65.9,0.3,0.3
M,65.89,0.89,0.87
M,65.88,0.27,0.27
M,65.9,0.6,0.6
M,65.87,1.09,1.05
M,65.9,9.6,9.6
M,65.87,0.68,0.68
M,65.86,3.63,3.63
M,65.86,0.87,0.87
M,65.86,1.06,1.06
M,65.86,0.67,0.67
M,65.9,0.5,0.5
M,65.85,3.55,3.20
M,65.85,1.86,1.86
M,65.85,0.46,0.46
M,65.84,1.83,1.74
M,65.83,0.59,0.59
M,65.82,2.17,2.03
M,65.82,1.88,1.88
M,65.82,1.15,1.15
M,65.82,0.82,0.82
M,65.82,0.31,0.31
M,65.81,1.98,1.98
M,65.81,0.66,0.66
M,65.81,1.42,1.36
M,65.8,1.1,1.1
Z,65.8,0.5,0.5
M,65.8,0.5,0.5
M,65.8,0.4,0.4
M,65.80,3.64,3.28
M,65.80,0.76,0.76
M,65.78,1.41,1.41
M,65.8,1.4,1.4
M,65.77,0.36,0.36
M,65.77,3.80,3.40
M,65.77,0.74,0.74
M,65.77,0.81,0.81
M,65.77,1.78,1.69
M,65.77,0.86,0.84
M,65.76,0.61,0.61
M,65.76,1.02,1.02
M,65.75,3.25,2.96
M,65.74,0.83,0.83
M,65.73,1.39,1.34
M,65.73,2.63,2.43
M,65.73,0.40,0.40
M,65.73,1.05,1.05
M,65.73,0.84,0.84
M,65.72,1.25,1.21
M,65.72,1.97,1.97
M,65.71,0.33,0.33
M,65.70,2.75,2.54
M,65.7,0.5,0.5
M,65.7,0.23,0.23
M,65.7,0.6,0.6
M,65.7,0.5,0.5
M,65.70,0.46,0.46
M,65.68,0.15,0.15
M,65.68,0.85,0.85
M,65.68,2.20,2.06
M,65.67,0.36,0.36
U,65.66,0.47,0.47
M,65.66,0.40,0.40
M,65.65,0.91,0.89
M,65.65,1.33,1.27
M,65.65,0.71,0.71
M,65.65,2.08,1.96
M,65.64,8.55,6.78
M,65.64,2.11,2.11
M,65.64,0.51,0.51
M,65.64,0.47,0.47
M,65.63,1.14,1.10
M,65.62,0.33,0.33
M,65.61,0.50,0.50
M,65.61,2.17,2.03
Z,65.61,1.17,1.17
M,65.61,1.68,1.60
M,65.60,0.62,0.62
M,65.60,1.47,1.40
M,65.6,0.6,0.6
M,65.6,4.2,4.2
M,65.59,0.70,0.70
M,65.59,0.76,0.76
M,65.59,18.35,18.35
M,65.59,1.26,1.26
M,65.57,1.24,1.24
M,65.56,0.80,0.80
M,65.56,0.91,0.91
M,65.56,4.19,3.71
Z,65.55,0.34,0.34
M,65.55,0.35,0.35
M,65.55,1.8,1.8
M,65.55,2.73,2.73
M,65.55,0.85,0.85
M,65.55,0.43,0.43
M,65.55,2.16,2.16
Z,65.55,0.71,0.71
Z,65.55,0.97,0.97
M,65.54,1.55,1.48
M,65.53,2.20,2.06
M,65.51,1.15,1.15
Z,65.50,0.31,0.31
M,65.50,0.34,0.34
Z,65.50,0.67,0.67
M,65.50,1.11,1.11
M,65.50,2.66,2.66
Z,65.50,0.35,0.35
Z,65.5,0.7,0.7
M,65.50,0.76,0.74
M,65.50,0.67,0.67
M,65.49,1.96,1.96
M,65.49,1.51,1.51
M,65.49,0.45,0.45
M,65.49,2.47,2.30
Z,65.48,0.32,0.32
M,65.48,0.98,0.96
M,65.48,1.38,1.32
M,65.47,1.36,1.30
M,65.47,1.86,1.76
M,65.46,0.19,0.19
M,65.46,0.66,0.66
M,65.46,0.99,0.99
M,65.45,1.82,1.72
M,65.45,0.86,0.86
M,65.44,0.71,0.71
M,65.44,3.8,3.8
M,65.41,0.98,0.95
M,65.40,0.93,0.93
Z,65.4,2.0,2.0
M,65.40,0.45,0.45
M,65.40,0.71,0.71
M,65.39,0.31,0.31
M,65.39,2.76,2.55
M,65.38,0.97,0.94
M,65.38,2.77,2.77
Z,65.37,0.97,0.94
M,65.4,0.5,0.5
M,65.37,0.91,0.91
M,65.37,0.93,0.93
M,65.37,0.47,0.47
M,65.36,2.45,2.28
M,65.35,1.51,1.51
M,65.3,2.0,2.0
M,65.35,1.51,1.44
M,65.34,0.35,0.35
M,65.34,0.36,0.36
M,65.33,0.31,0.31
M,65.33,0.67,0.67
M,65.32,0.31,0.31
M,65.32,1.59,1.59
M,65.32,0.32,0.32
M,65.31,4.49,3.95
M,65.30,0.40,0.40
M,65.30,1.83,1.73
M,65.3,0.65,0.65
M,65.3,0.6,0.6
M,65.3,0.8,0.8
M,65.3,0.6,0.6
M,65.29,0.59,0.59
M,65.3,2.8,2.8
M,65.28,0.69,0.69
M,65.28,1.97,1.86
M,65.27,0.31,0.31
M,65.26,0.40,0.40
M,65.26,1.12,1.08
M,65.26,1.06,1.02
M,65.26,0.79,0.79
M,65.2,2.7,2.7
M,65.25,0.67,0.67
M,65.25,0.65,0.65
M,65.25,2.02,1.90
M,65.24,0.27,0.27
M,65.24,0.34,0.34
M,65.24,3.18,2.90
M,65.24,0.87,0.87
M,65.21,0.72,0.72
X,65.21,1.66,1.58
M,65.21,0.83,0.83
M,65.21,1.74,1.65
M,65.20,1.30,1.25
M,65.20,3.11,2.84
M,65.19,1.80,1.80
M,65.19,1.36,1.36
M,65.19,3.08,3.08
M,65.19,0.46,0.46
M,65.18,1.12,1.12
M,65.18,1.49,1.42
M,65.2,7.8,7.8
M,65.2,2.1,2.1
Z,65.16,0.94,0.91
M,65.15,0.63,0.63
M,65.15,1.15,1.15
M,65.15,0.45,0.45
M,65.15,0.73,0.73
M,65.15,0.38,0.38
M,65.1,6.1,6.1
M,65.13,1.65,1.65
M,65.13,1.94,1.94
M,65.13,2.35,2.19
M,65.13,0.37,0.37
Z,65.12,3.62,3.26
M,65.12,1.18,1.14
M,65.11,1.12,1.08
M,65.11,0.33,0.33
M,65.10,0.83,0.83
M,65.10,0.83,0.83
M,65.10,0.76,0.76
M,65.10,1.42,1.42
M,65.10,1.30,1.30
M,65.1,1.6,1.6
M,65.1,0.4,0.4
M,65.1,0.4,0.4
M,65.10,0.58,0.58
M,65.1,0.6,0.6
M,65.09,1.22,1.18
M,65.07,3.73,3.35
M,65.07,0.36,0.36
M,65.07,0.27,0.27
M,65.07,3.32,3.01
M,65.07,4.49,3.95
M,65.06,1.64,1.56
M,65.06,1.39,1.39
M,65.06,0.67,0.67
M,65.05,0.67,0.67
M,65.04,1.87,1.77
M,65.0,5.3,5.3
M,65.04,4.56,4.00
U,65.04,1.07,1.07
M,65.03,0.71,0.71
M,65.02,0.94,0.94
M,65.02,2.28,2.13
M,65.01,1.80,1.71
M,65.00,1.24,1.24
M,65.00,1.25,1.25
Z,65,3,3
M,65,1,1
M,65.00,0.45,0.45
M,65.00,0.78,0.78
M,65.0,3.0,3.0
M,64.98,1.05,1.05
M,64.98,1.35,1.29
M,64.98,0.92,0.92
M,64.98,0.32,0.32
M,65.0,3.6,3.6
M,64.97,0.99,0.99
M,64.97,1.19,1.19
M,64.97,1.19,1.19
M,64.96,0.90,0.90
M,64.96,0.63,0.63
M,64.95,1.27,1.27
M,64.94,0.40,0.40
M,64.93,0.41,0.41
M,64.92,1.76,1.76
M,64.92,13.74,13.74
M,64.91,0.83,0.83
M,64.9,1.9,1.9
M,64.91,0.32,0.32
M,64.90,0.85,0.83
M,64.9,0.5,0.5
M,64.9,0.5,0.5
M,64.88,0.89,0.89
M,64.88,1.68,1.68
M,64.88,1.06,1.06
M,64.88,1.01,1.01
M,64.9,4.0,4.0
M,64.87,1.36,1.31
M,64.87,1.05,1.02
M,64.86,0.76,0.76
M,64.9,2.2,2.2
M,64.86,0.37,0.37
M,64.85,1.55,1.55
M,64.85,0.71,0.71
M,64.84,1.38,1.38
M,64.84,0.4,0.4
M,64.84,0.27,0.27
M,64.84,0.67,0.67
M,64.84,0.67,0.67
M,64.84,2.56,2.38
M,64.82,1.43,1.43
M,64.81,1.39,1.39
M,64.8,4.9,4.9
M,64.80,0.39,0.39
M,64.80,1.02,1.02
M,64.79,0.93,0.93
M,64.79,3.41,3.41
M,64.79,0.95,0.95
M,64.79,0.45,0.45
M,64.79,0.73,0.73
M,64.77,0.70,0.68
M,64.76,1.41,1.41
Z,64.76,2.46,2.29
M,64.76,1.31,1.26
M,64.75,0.58,0.58
M,64.75,1.61,1.61
M,64.75,1.67,1.67
M,64.75,0.67,0.67
M,64.75,0.60,0.60
M,64.74,0.33,0.33
M,64.7,0.6,0.6
M,64.71,1.07,1.03
M,64.71,0.56,0.56
M,64.71,0.64,0.64
M,64.71,1.07,1.07
M,64.7,2.8,2.8
M,64.67,1.33,1.33
M,64.66,1.39,1.33
M,64.66,1.33,1.33
M,64.66,2.43,2.43
M,64.66,4.36,3.84
M,64.65,1.61,1.61
M,64.65,6.96,5.72
M,64.64,0.85,0.83
M,64.64,1.02,1.02
M,64.63,6.24,5.23
M,64.63,1.20,1.15
M,64.62,0.79,0.79
M,64.62,0.69,0.69
M,64.62,0.64,0.64
M,64.62,2.60,2.60
M,64.6,4.0,4.0
M,64.6,0.7,0.7
M,64.60,1.66,1.58
M,64.6,0.4,0.4
M,64.6,0.55,0.55
M,64.6,2.16,2.16
M,64.6,0.5,0.5
M,64.60,0.66,0.66
M,64.58,2.19,2.05
M,64.57,1.52,1.52
M,64.57,1.67,1.67
M,64.55,0.66,0.66
M,64.54,0.89,0.89
M,64.54,2.69,2.48
M,64.53,0.53,0.53
M,64.5,2.6,2.6
M,64.52,0.68,0.68
M,64.52,11.35,8.40
M,64.52,16.78,16.78
Z,64.51,1.27,1.27
M,64.51,0.36,0.36
M,64.51,1.61,1.53
M,64.50,1.29,1.24
M,64.5,1.2,1.2
M,64.5,0.4,0.4
M,64.5,0.5,0.5
M,64.50,0.83,0.83
M,64.5,1.3,1.3
M,64.50,1.46,1.39
M,64.49,0.58,0.58
M,64.48,0.41,0.41
M,64.48,0.66,0.66
M,64.47,0.37,0.37
M,64.46,0.49,0.49
M,64.46,2.23,2.23
M,64.45,2.89,2.65
M,64.45,0.52,0.52
M,64.45,1.99,1.87
M,64.44,0.53,0.53
M,64.44,0.83,0.83
M,64.44,0.95,0.95
Z,64.44,0.96,0.96
M,64.43,0.78,0.78
M,64.43,0.69,0.69
M,64.42,5.76,4.89
M,64.41,0.31,0.31
M,64.41,0.36,0.36
M,64.40,0.48,0.48
M,64.40,0.34,0.34
M,64.40,1.33,1.33
M,64.40,0.39,0.39
M,64.40,2.12,2.12
M,64.4,0.5,0.5
M,64.39,1.19,1.19
M,64.38,0.32,0.32
M,64.38,0.74,0.74
M,64.38,1.11,1.11
M,64.38,1.9,1.9
M,64.37,2.11,1.98
M,64.36,0.45,0.45
M,64.36,2.22,2.22
M,64.36,1.10,1.10
M,64.36,0.73,0.73
M,64.35,1.67,1.58
M,64.35,0.84,0.84
M,64.3,2.4,2.4
M,64.33,5.37,4.60
M,64.33,1.06,1.06
M,64.33,0.47,0.47
M,64.31,1.70,1.61
M,64.31,0.16,0.16
M,64.31,4.30,4.30
M,64.31,0.59,0.59
M,64.31,1.15,1.15
M,64.3,5.8,5.8
M,64.3,5.4,5.4
M,64.3,0.6,0.6
Z,64.3,0.8,0.8
M,64.30,1.22,1.18
M,64.29,4.74,4.13
X,64.27,1.06,1.06
M,64.27,0.41,0.41
M,64.26,1.22,1.17
M,64.26,0.34,0.34
M,64.25,0.66,0.66
M,64.25,0.87,0.87
M,64.25,1.37,1.32
M,64.2,1.9,1.9
M,64.24,0.32,0.32
M,64.24,1.98,1.86
M,64.23,1.45,1.39
M,64.23,2.99,2.74
M,64.23,3.09,3.09
M,64.23,0.93,0.93
M,64.23,0.74,0.74
M,64.22,0.42,0.42
M,64.21,1.12,1.12
M,64.21,0.85,0.85
M,64.20,1.40,1.34
M,64.2,0.4,0.4
M,64.2,3.5,3.5
M,64.19,1.21,1.17
M,64.19,1.03,1.03
M,64.19,0.78,0.78
M,64.18,1.17,1.13
M,64.17,0.8,0.8
M,64.17,0.71,0.71
M,64.17,0.8,0.8
M,64.16,1.50,1.50
M,64.16,2.41,2.24
M,64.16,0.70,0.69
M,64.16,1.19,1.15
M,64.14,0.30,0.30
M,64.14,0.36,0.36
M,64.1,1.1,1.1
M,64.13,0.54,0.54
M,64.13,2.46,2.28
M,64.12,2.27,2.27
M,64.12,0.76,0.76
M,64.12,0.90,0.90
M,64.11,0.40,0.40
M,64.10,1.00,1.00
M,64.1,0.26,0.26
M,64.1,0.6,0.6
M,64.1,0.4,0.4
M,64.10,1.54,1.54
M,64.10,1.07,1.07
M,64.10,1.19,1.19
M,64.09,0.79,0.79
M,64.1,2.6,2.6
M,64.09,1.90,1.90
M,64.08,1.64,1.56
M,64.07,1.24,1.24
M,64.06,0.50,0.50
M,64.06,2.16,2.03
M,64.05,4.27,3.77
M,64.05,0.89,0.89
M,64.04,2.32,2.16
M,64.04,0.89,0.89
M,64.04,1.20,1.20
M,64.03,0.93,0.93
M,64.01,0.92,0.92
M,64.01,0.87,0.87
M,64.01,1.13,1.09
M,64.0,1.5,1.5
M,64.00,0.55,0.55
Z,64,0.6,0.6
M,64,0.6,0.6
M,64,0.7,0.7
M,64.0,1.9,1.9
M,64.00,0.34,0.34
M,64.00,0.83,0.83
M,63.99,2.29,2.13
M,63.99,0.97,0.97
M,63.99,2.82,2.59
M,64.0,4.5,4.5
M,63.98,0.35,0.35
M,63.98,5.61,4.77
M,64.0,3.6,3.6
M,63.95,1.76,1.67
M,63.9,2.4,2.4
M,63.95,0.58,0.58
M,63.94,6.77,5.59
M,63.94,0.86,0.84
M,63.94,0.45,0.45
M,63.93,1.55,1.55
M,63.93,1.26,1.26
M,63.93,0.38,0.38
M,63.93,0.68,0.68
M,63.93,0.61,0.61
M,63.92,0.89,0.86
M,63.9,2.3,2.3
M,63.91,0.97,0.97
M,63.91,1.69,1.60
M,63.91,0.88,0.88
M,63.9,2.4,2.4
M,63.90,2.22,2.08
M,63.90,0.86,0.86
M,63.89,0.36,0.36
M,63.89,0.93,0.93
M,63.89,1.20,1.20
M,63.89,1.42,1.42
M,63.89,0.81,0.81
M,63.88,2.94,2.94
M,63.88,1.69,1.69
M,63.87,1.14,1.10
M,63.9,2.7,2.7
M,63.86,0.77,0.75
M,63.9,18.2,11.6
M,63.85,0.67,0.67
M,63.85,0.34,0.34
M,63.84,0.49,0.49
M,63.82,1.21,1.17
M,63.81,1.95,1.83
M,63.81,0.33,0.33
M,63.80,0.31,0.31
M,63.80,0.31,0.31
M,63.80,0.35,0.35
M,63.80,0.66,0.66
M,63.80,1.50,1.50
M,63.8,0.4,0.4
M,63.79,2.99,2.74
M,63.79,1.26,1.26
M,63.8,9.7,7.5
M,63.78,2.76,2.54
M,63.8,0.5,0.5
M,63.77,2.81,2.58
M,63.77,0.92,0.92
M,63.77,5.44,5.44
M,63.77,2.43,2.26
M,63.77,0.63,0.63
M,63.77,9.71,7.44
M,63.77,0.97,0.97
M,63.76,1.17,1.17
M,63.76,0.88,0.88
M,63.76,1.65,1.65
M,63.76,0.50,0.50
M,63.75,1.40,1.34
M,63.74,3.56,3.21
M,63.74,0.36,0.36
M,63.74,1.62,1.54
M,63.73,1.29,1.29
M,63.73,0.80,0.80
M,63.7,1.3,1.3
M,63.72,0.32,0.32
M,63.72,0.69,0.69
M,63.72,2.08,1.95
M,63.72,0.90,0.88
M,63.72,1.00,1.00
M,63.72,0.75,0.75
M,63.72,1.34,1.34
M,63.71,2.90,2.66
M,63.71,1.75,1.75
M,63.71,0.94,0.94
M,63.71,1.08,1.08
M,63.71,3.49,3.15
M,63.70,0.35,0.35
M,63.70,0.32,0.32
M,63.7,0.5,0.5
M,63.7,0.6,0.6
M,63.7,1.4,1.4
M,63.7,0.6,0.6
M,63.70,0.76,0.76
M,63.70,0.87,0.85
M,63.70,0.48,0.48
M,63.70,2.37,2.20
M,63.69,18.09,11.53
M,63.67,1.12,1.12
M,63.67,0.58,0.58
M,63.7,0.9,0.9
M,63.67,1.20,1.16
Z,63.66,1.65,1.57
M,63.7,2.7,2.7
M,63.65,1.34,1.34
M,63.64,2.28,2.28
M,63.64,0.90,0.90
M,63.64,3.76,3.36
M,63.6,0.7,0.7
M,63.63,0.46,0.46
M,63.63,0.64,0.64
M,63.6,1.4,1.4
M,63.63,0.92,0.92
M,63.62,0.91,0.88
M,63.62,0.94,0.92
M,63.61,0.69,0.69
M,63.61,1.54,1.47
M,63.60,1.99,1.87
M,63.6,0.5,0.5
M,63.60,1.35,1.35
M,63.59,0.52,0.52
M,63.59,0.83,0.83
M,63.59,0.38,0.38
M,63.59,2.76,2.54
M,63.58,0.33,0.33
M,63.57,1.78,1.69
M,63.57,1.41,1.35
M,63.57,0.30,0.30
M,63.57,0.63,0.63
M,63.56,1.08,1.04
M,63.55,1.29,1.24
M,63.55,0.43,0.43
M,63.55,0.42,0.42
M,63.55,0.61,0.61
M,63.55,0.52,0.52
M,63.5,1.4,1.4
M,63.53,2.58,2.38
M,63.53,1.08,1.08
M,63.53,0.31,0.31
M,63.53,0.38,0.38
M,63.53,1.17,1.17
M,63.53,1.09,1.09
M,63.52,3.44,3.10
M,63.52,4.12,3.65
M,63.52,1.23,1.19
M,63.5,0.5,0.5
M,63.50,0.45,0.45
M,63.5,0.74,0.74
M,63.5,0.3,0.3
M,63.5,0.5,0.5
M,63.50,1.34,1.29
M,63.49,1.74,1.65
M,63.49,2.69,2.48
M,63.49,2.97,2.71
M,63.48,0.36,0.36
M,63.48,1.57,1.49
M,63.48,4.21,3.72
M,63.47,0.37,0.37
M,63.47,2.73,2.52
M,63.5,3.5,3.5
M,63.46,1.56,1.48
M,63.46,1.01,0.98
M,63.46,0.48,0.48
U,63.46,0.83,0.83
M,63.46,0.79,0.79
M,63.45,0.32,0.32
M,63.45,0.32,0.32
M,63.45,2.44,2.27
M,63.45,0.55,0.55
M,63.44,2.46,2.46
M,63.43,1.87,1.77
M,63.42,1.36,1.30
M,63.42,0.73,0.73
M,63.42,0.78,0.78
M,63.42,1.53,1.53
M,63.41,0.37,0.37
M,63.40,1.14,1.14
M,63.39,0.69,0.69
M,63.38,1.90,1.79
M,63.38,0.34,0.34
M,63.38,3.91,3.48
M,63.37,2.33,2.17
U,63.36,0.80,0.80
M,63.35,1.27,1.22
M,63.35,0.31,0.31
M,63.34,0.51,0.51
M,63.34,11.57,8.47
M,63.34,0.57,0.57
M,63.34,0.31,0.31
M,63.34,0.93,0.93
M,63.34,2.73,2.73
M,63.34,0.68,0.68
M,63.33,1.11,1.11
M,63.33,2.47,2.47
M,63.31,0.65,0.65
M,63.3,0.4,0.4
Z,63.30,0.99,0.99
M,63.29,0.94,0.94
M,63.29,0.97,0.97
M,63.29,0.40,0.40
Z,63.29,0.46,0.46
M,63.29,1.45,1.45
M,63.29,0.99,0.96
M,63.3,4.4,4.4
M,63.28,1.74,1.65
M,63.27,1.39,1.33
M,63.27,0.89,0.89
M,63.26,2.15,2.01
M,63.26,1.90,1.79
X,63.26,0.30,0.30
M,63.26,1.19,1.15
M,63.25,0.91,0.88
Z,63.25,0.60,0.60
M,63.25,1.18,1.18
M,63.25,0.76,0.76
Z,63.25,3.89,3.89
M,63.25,0.64,0.64
M,63.25,1.07,1.07
M,63.25,2.80,2.80
M,63.25,1.06,1.06
M,63.25,1.04,1.04
M,63.25,2.11,1.98
M,63.24,0.34,0.34
M,63.24,0.63,0.63
M,63.22,1.37,1.37
M,63.22,0.72,0.72
M,63.22,1.19,1.15
M,63.21,0.52,0.52
M,63.21,0.68,0.68
M,63.21,1.58,1.58
M,63.21,0.95,0.95
M,63.21,2.07,2.07
M,63.21,0.44,0.44
M,63.21,0.43,0.43
M,63.21,2.76,2.54
M,63.20,2.63,2.63
M,63.20,0.99,0.96
M,63.2,6.0,6.0
M,63.2,3.1,3.1
M,63.2,0.75,0.75
M,63.2,0.6,0.6
M,63.2,0.63,0.63
M,63.2,0.5,0.5
M,63.19,0.44,0.44
M,63.19,1.15,1.15
M,63.18,0.36,0.36
M,63.2,1.7,1.7
M,63.17,1.23,1.23
M,63.2,1.7,1.7
M,63.2,2.0,2.0
M,63.15,2.18,2.04
M,63.15,2.07,1.94
M,63.14,0.99,0.99
M,63.14,0.83,0.83
M,63.14,1.37,1.32
M,63.13,7.29,5.93
M,63.1,3.1,3.1
M,63.10,0.40,0.40
M,63.1,14.3,9.9
M,63.10,0.45,0.45
M,63.1,0.4,0.4
M,63.1,0.5,0.5
M,63.1,0.4,0.4
M,63.09,0.94,0.92
M,63.09,1.73,1.64
M,63.09,1.02,1.02
M,63.09,0.92,0.92
M,63.09,0.80,0.80
M,63.09,0.80,0.80
M,63.09,0.93,0.93
M,63.09,0.60,0.60
M,63.08,0.81,0.81
M,63.08,0.68,0.68
M,63.08,0.32,0.32
M,63.08,1.12,1.08
M,63.07,1.42,1.36
M,63.06,3.04,2.77
M,63.06,0.31,0.31
M,63.06,1.06,1.06
M,63.05,0.76,0.76
M,63.05,0.71,0.70
M,63.04,0.60,0.60
M,63.04,1.01,1.01
M,63.04,1.32,1.27
M,63.04,1.07,1.07
M,63.03,1.70,1.61
M,63.03,1.61,1.61
M,63.03,3.42,3.08
M,63.03,7.03,5.75
M,63.02,1.63,1.55
M,63.02,0.65,0.65
M,63.02,0.46,0.46
M,63.01,1.31,1.31
Z,63.01,0.33,0.33
M,63.01,0.31,0.31
M,63.01,1.17,1.17
M,63.0,0.5,0.5
M,63.00,0.35,0.35
M,63.00,0.83,0.83
M,63.00,1.42,1.42
M,63.00,0.54,0.54
M,63.00,1.03,1.00
M,63.0,,
M,63,0.4,0.4
M,63.0,1.4,1.4
M,63,0.5,0.5
M,62.99,0.64,0.64
Z,62.99,0.47,0.47
M,62.98,1.62,1.54
M,62.98,2.57,2.57
M,62.98,1.96,1.85
M,62.97,0.89,0.89
M,62.97,1.27,1.22
M,63.0,2.1,2.1
M,62.96,0.78,0.78
M,62.96,2.03,2.03
M,62.94,1.51,1.44
Z,62.94,0.6,0.6
M,62.93,1.60,1.52
M,62.93,0.31,0.31
M,62.93,1.19,1.19
M,62.93,0.44,0.44
M,62.92,0.89,0.86
M,62.92,1.37,1.37
M,62.92,0.58,0.58
M,62.92,0.34,0.34
M,62.92,1.85,1.74
M,62.92,1.66,1.66
M,62.91,1.75,1.66
M,62.91,0.33,0.33
M,62.91,0.38,0.38
M,62.91,0.66,0.66
M,62.9,1.5,1.5
M,62.9,0.5,0.5
Z,62.9,0.37,0.37
M,62.90,1.68,1.60
M,62.89,0.65,0.65
M,62.89,1.65,1.65
M,62.89,1.61,1.61
M,62.9,1.7,1.7
M,62.89,1.25,1.20
M,62.89,1.13,1.13
M,62.88,0.69,0.67
