Type,d(29Si/28Si),d(30Si/28Si)
M,53,71
M,102,71
M,26,71
M,81,71
M,57,71
M,70,71
M,57,71
M,78,71
Z,14,71
Y,20,71
M,104.2,71.4
M,104.2,71.4
M,61,71
M,69.81,71.42
Z,-143,71
M,32,71
M,51,71
M,59,71
M,77,71
M,88,71
M,18,71
M,74,71
M,82,71
M,72,71
M,81,71
M,52,71
M,100,71
M,78.6,71.5
M,35,72
M,89,72
M,66,72
M,85,72
M,38,72
M,73,72
M,37,72
M,67,72
M,47,72
M,70.6,71.7
M,20,72
M,43,72
AB,60,72
M,64,72
M,66,72
M,75,72
M,77,72
M,84,72
M,5,72
M,67,72
M,81,72
AB,118,72
M,61,72
M,43,72
Z,-5,72
M,1,72
Z,-51,72
M,86.0,71.9
AB,42.2,71.9
M,68.6,71.9
M,95.4,71.9
AB,71,72
AB,69,72
M,103,72
Z,3,72
Z,10,72
M,22,72
M,65,72
M,68,72
M,76,72
M,77,72
AB,83,72
AB,85,72
M,88,72
M,89,72
M,92,72
AB,84,72
M,34,72
M,72,72
M,76,72
M,90,72
M,57,72
Z,-119,72
M,64,72
M,88,72
M,-33,72
M,71.3,72.1
M,28,72
AB,25,72
M,48,72
M,59,72
M,7,72
M,71,72
M,73,72
M,78,72
M,89.2,72.2
M,63.8,72.2
M,64.0,72.2
M,72,72
M,49,72
M,83.9,72.3
M,86,72
M,87,72
M,95,72
M,55,72
M,72,72
M,89,72
AB,116,72
M,118,72
Z,-1,72
M,90,72
M,34,72
M,4,72
M,75,72
M,60,72
M,104,72
M,58,73
M,60.8,72.5
M,62.0,72.5
M,29,73
M,51,73
M,76,73
M,25,73
M,59,73
M,53,73
M,78,73
M,78,73
M,90,73
M,28,73
Y,4,73
M,74,73
M,85,73
M,86,73
M,91,73
M,92,73
M,59,73
M,117,73
Z,-56.8,72.7
M,71,73
M,120,73
Y,62.8,72.8
M,64.0,72.8
M,68,73
M,70,73
M,96,73
M,49,73
M,72,73
M,104,73
Z,-113,73
M,69,73
M,34,73
M,67,73
M,42,73
M,45,73
M,33,73
M,33,73
M,51,73
M,55,73
M,55,73
M,60,73
M,83,73
M,83,73
AB,86,73
M,98,73
M,99,73
M,90,73
M,62,73
M,40,73
M,10,73
M,35,73
M,45,73
M,-13,73
M,90.1,73.1
M,56,73
Z,-45,73
M,54,73
M,69,73
M,81.9,73.2
M,86.4,73.2
M,88.1,73.2
M,91,73
Z,-11,73
AB,31,73
M,46,73
M,84,73
M,61,73
Z,13,73
M,79,73
M,84,73
M,108,73
U,22,73
Y,8,73
M,122,73
M,67,73
M,87.4,73.4
M,7,73
M,83,73
M,-2,73
M,27,73
M,52,73
M,87,73
M,72,73
M,49,73
M,18,73
AB,-68.4,73.5
M,18,74
M,44,74
M,83,74
M,34,74
M,47,74
M,55,74
AB,60,74
M,71,74
M,82,74
M,108,74
M,81,74
M,98.6,73.5
M,10,74
M,87,74
M,24,74
M,90,74
M,87,74
AB,28,74
M,103,74
M,59,74
M,86.00,73.78
M,87,74
M,94,74
M,55,74
Z,-90,74
Z,-3,74
M,81,74
M,43,74
M,58,74
M,80,74
M,60,74
M,41,74
M,36,74
M,107,74
M,68,74
M,65,74
M,55,74
M,53,74
M,64.4,73.9
M,-13,74
M,98,74
M,65,74
M,-34,74
M,61,74
M,55,74
M,62,74
Z,-7,74
M,40,74
Z,25,74
M,53,74
M,58,74
M,63,74
M,71,74
M,72,74
M,72,74
M,75,74
M,80,74
M,85,74
M,88,74
AB,93,74
M,100,74
M,81,74
M,87,74
M,40,74
M,76,74
M,76,74
M,-12.7,74.2
M,71,74
M,88,74
M,47,74
M,72,74
M,51,74
M,107.1,74.3
M,83,74
M,91.34,74.37
M,244,74
M,18,74
M,15,74
M,65,74
M,69,74
M,76,74
M,79,74
M,122,74
M,109,74
M,50,74
M,79,74
M,95,74
M,64,74
M,11,74
M,87,74
M,50,74
M,92,74
M,59,74
M,96,75
M,78,75
M,78,75
Y,9,75
M,30,75
M,63,75
Z,-11,75
M,83,75
M,81,75
M,38,75
M,41,75
M,82,75
M,82,75
M,86,75
M,106,75
M,38,75
M,52,75
M,59,75
M,111,75
M,65,75
Z,-60,75
M,43,75
M,106,75
M,95,75
M,51,75
M,81,75
M,88,75
M,87.34,74.96
M,8,75
Z,-116,75
M,18,75
M,93,75
M,112,75
M,85,75
M,86,75
Y,-8,75
M,40,75
AB,47,75
M,58,75
M,62,75
M,67,75
M,73,75
M,78,75
AB,79,75
AB,79,75
M,86,75
M,88,75
M,90,75
M,104,75
M,105,75
M,38,75
M,83,75
M,79,75
M,75,75
M,76.0,75.2
M,72,75
M,70,75
M,64.5,75.2
M,57,75
Z,-28,75
M,68,75
M,36,75
M,97,75
M,33,75
M,69,75
M,96,75
M,70,75
M,78,75
M,41,75
M,62,75
M,43,75
M,46.8,75.4
M,87,75
M,73,75
M,112,75
M,96,75
M,56,75
M,70.4,75.5
M,34,75
M,29,76
M,66,76
M,59,76
AB,62,76
M,89,76
M,-2,76
M,75,76
M,89,76
M,99,76
M,21,76
M,122,76
M,49,76
M,64,76
M,82,76
M,52,76
M,75,76
M,83.5,75.7
M,67,76
M,44,76
M,47,76
M,91,76
M,19,76
M,92.0,75.8
M,84,76
M,65,76
M,-15,76
Y,62,76
M,69,76
M,73,76
M,78,76
M,81,76
M,32,76
M,97,76
Y,30.5,75.9
M,60,76
M,95.5,75.9
M,116.9,75.9
M,64,76
M,98,76
M,57,76
M,101,76
M,35,76
Z,-99,76
Z,-28,76
M,-2,76
M,27,76
AB,30,76
M,32,76
M,49,76
M,66.5,76.0
M,74,76
M,76,76
AB,79,76
M,82,76
M,90,76
AB,102,76
M,107,76
M,91,76
M,93,76
M,91,76
M,70.3,76.1
M,75,76
M,30,76
M,78,76
M,88,76
M,88,76
M,28,76
M,88,76
M,93,76
M,76,76
M,74,76
M,96,76
M,54,76
M,92.9,76.4
M,19,76
M,75,76
M,86,76
M,90,76
Z,-143,76
M,58,76
M,81,76
M,94,76
M,83,76
M,105,76
M,121,76
M,73,76
M,79,77
M,57,77
M,40,77
M,64,77
M,77,77
M,86,77
M,91,77
AB,98,77
M,46,77
M,101,77
M,-5,77
M,47,77
M,44,77
M,49,77
M,122.3,76.8
M,108,77
M,113,77
Z,-55,77
Z,14,77
M,42,77
M,52,77
M,54,77
M,55,77
M,55,77
M,65,77
M,76,77
M,76,77
M,80,77
M,89,77
M,94.7,77.0
M,73,77
M,55,77
M,75,77
M,69,77
M,16,77
Z,20,77
M,112,77
M,78,77
M,63,77
U,5,77
M,84,77
M,46,77
M,68.66,77.31
M,69.81,77.31
M,108,77
AB,49,77
M,78,77
M,87,77
M,51,77
M,28,77
M,35,77
M,59,77
M,66,77
M,92,77
M,52,77
M,115,77
M,75,77
AB,1,77
M,98,77
M,66,78
M,75,78
Z,-133,78
AB,75.5,77.6
M,87,78
M,46,78
M,66,78
M,79,78
M,106,78
M,98,78
M,41,78
M,56,78
AB,59,78
M,59,78
M,71,78
M,102,78
M,87,78
M,41,78
Y,8,78
M,114,78
M,72,78
M,30.2,77.9
AB,64.8,77.9
M,81,78
M,86,78
M,120,78
M,48,78
M,82,78
M,88,78
M,94,78
M,83,78
M,123,78
Z,12,78
Z,12,78
M,15,78
Z,17,78
M,24,78
AB,64,78
M,64,78
AB,73,78
M,83,78
AB,84,78
AB,87,78
M,120,78
M,37,78
M,76,78
M,74,78
M,-3,78
M,79,78
M,114,78
Z,-58,78
M,39,78
M,81.0,78.2
M,76,78
M,97,78
M,88,78
M,73,78
M,71,78
M,71,78
M,77,78
M,74,78
M,77.3,78.3
M,48,78
U,4,78
M,96,78
M,67,78
M,42,78
M,74,79
M,85,79
M,65,79
M,39,79
M,39,79
M,83,79
M,86,79
M,109,79
M,50,79
M,70,79
M,43.6,78.6
M,65.6,78.6
M,128.5,78.6
M,86,79
M,60,79
M,53.8,78.7
M,86,79
M,60,79
M,18,79
M,106,79
M,96,79
M,99,79
AB,134,79
M,60,79
M,34,79
M,31,79
AB,95,79
M,58,79
AB,92,79
Z,-39,79
Z,15,79
Z,24,79
M,56,79
M,66,79
M,67,79
M,70,79
M,75,79
M,76,79
M,80,79
M,87,79
M,94,79
M,107,79
M,108,79
M,114.3,79.0
M,36,79
M,86,79
Z,-18,79
M,47,79
M,82.38,79.08
M,111,79
M,71,79
M,91,79
M,93,79
M,100,79
M,81,79
M,111,79
Y,19,79
M,46,79
M,69,79
M,78,79
M,79,79
M,41,79
M,48,79
M,42,79
M,60,79
M,93,79
M,65,79
M,68,79
M,78,79
M,99.9,79.4
M,88.10,79.37
M,57,79
M,88,79
M,97,79
M,67,79
M,43,79
M,64,79
M,99,79
M,14,79
M,104,79
M,47,79
M,75,79
M,128,79
M,52,80
M,81,80
M,79,80
M,73,80
M,101,80
M,24,80
Y,22.9,79.6
M,111,80
M,39,80
M,44,80
M,50,80
M,91.91,79.66
M,87,80
M,23.5,79.7
M,95,80
M,36,80
M,86,80
M,91,80
M,85,80
M,46,80
M,48,80
AB,35,80
M,37,80
M,61.5,79.9
M,98,80
Z,-28,80
Y,6,80
M,7,80
M,36,80
M,44.8,80.0
M,59,80
M,74,80
AB,109,80
AB,136,80
U,19,80
M,8,80
Z,-77,80
M,73,80
M,104,80
M,116,80
M,38,80
M,15,80
M,67,80
M,58,80
M,34,80
M,88,80
Y,28,80
M,34,80
M,67,80
M,86,80
M,91,80
M,94,80
M,92,80
M,98,80
M,80,80
M,57,80
M,84,80
M,83,80
Z,-76,80
M,66,80
M,110,80
M,29,80
M,59,80
M,45,80
M,101,80
M,68,80
M,99,80
M,111,80
M,80,80
U,27,80
M,44,81
M,61,81
M,99,81
M,17,81
M,43,81
M,87.14,80.55
M,88,81
M,92,81
M,96,81
M,98,81
M,2,81
M,90.8,80.6
M,82,81
M,99.4,80.6
M,69,81
M,82,81
M,99,81
M,63,81
M,99,81
M,125,81
M,51,81
M,75,81
M,59.2,80.7
M,61.6,80.7
Y,45,81
Y,31,81
M,51,81
M,118,81
M,77,81
M,55,81
Z,2,81
M,104,81
M,88.6,80.9
M,87,81
M,-51,81
M,46,81
AB,56,81
M,59,81
M,60,81
M,65,81
M,70,81
M,74,81
M,85,81
M,88,81
M,91,81
M,93,81
AB,98,81
M,64,81
M,62,81
M,27,81
M,55,81
M,72,81
M,82,81
M,90,81
M,98,81
M,78.3,81.1
M,30.1,81.2
AB,19,81
M,61,81
M,85,81
M,85,81
M,44,81
M,83,81
M,74,81
M,120,81
Z,14,81
M,78,81
AB,81,81
M,92,81
M,91,81
M,61,81
M,102,81
M,92,81
M,81.62,81.43
M,69,81
M,47,81
M,70,81
M,72,82
M,86,82
M,-12,82
M,63,82
M,108,82
M,89,82
M,67,82
Y,42,82
M,90,82
M,92,82
M,103,82
M,90.96,81.72
AB,96,82
M,73,82
M,106,82
M,29,82
M,95,82
U,3,82
M,35,82
M,31,82
M,95,82
M,69,82
M,40,82
M,86,82
M,48,82
M,35,82
Z,-114.0,82.0
M,85,82
M,92,82
M,92,82
M,88,82
M,54,82
M,95.5,82.0
M,14,82
M,23,82
M,82,82
AB,10,82
Y,39,82
M,67,82
AB,75,82
M,86,82
M,39,82
M,74,82
M,42,82
M,138,82
Z,-49,82
M,81.5,82.2
M,52,82
M,89,82
M,91,82
M,71,82
M,84.5,82.3
Z,-87,82
M,70,82
AB,85,82
M,99,82
M,14,82
M,98,82
M,79,82
M,83,82
M,93,82
Z,-80,82
M,80,82
M,56,82
M,77.9,82.5
M,68,83
M,75,83
Z,-10,83
M,56,83
M,61,83
M,112,83
M,33,83
M,99,83
M,60,83
M,121,83
M,81,83
M,124,83
M,37.0,82.7
M,36,83
M,114,83
M,59,83
M,16,83
M,66,83
Y,47.8,82.8
M,98,83
M,92,83
M,73.8,82.9
M,94,83
M,93,83
M,71,83
M,91,83
M,36,83
M,4,83
Z,-40,83
AB,33,83
M,78,83
M,92,83
M,99.9,83.0
M,102,83
M,128,83
M,43,83
M,75,83
M,87,83
M,95.1,83.1
M,50,83
M,81,83
M,72,83
M,78,83
M,88,83
M,106.8,83.2
M,38,83
M,94,83
M,88,83
Z,-3,83
M,18,83
M,24,83
M,100,83
M,103,83
M,116,83
M,114,83
M,86.6,83.3
M,45,83
M,96,83
M,125,83
Z,-27,83
M,93,83
M,98,83
M,81,84
M,73,84
M,99,84
M,64,84
AB,63,84
M,52,84
M,87,84
M,46,84
M,98,84
M,84,84
M,71.0,83.8
M,127,84
M,90,84
Z,-118,84
M,97,84
AB,98,84
M,100,84
M,14,84
M,66,84
M,64,84
M,85,84
M,-35,84
Y,-20,84
Z,34,84
M,35,84
M,68,84
M,83,84
M,91,84
M,103,84
M,108,84
M,-8,84
M,65,84
M,82.0,84.1
M,-12,84
M,87,84
M,75,84
M,103.4,84.2
M,92,84
M,54,84
M,69,84
M,103,84
M,45,84
M,65.0,84.2
M,80,84
M,90.0,84.2
M,42,84
M,110.6,84.3
M,77,84
M,77,84
M,35,84
M,87,84
M,103,84
M,58,84
M,91,84
M,100,84
M,102.6,84.5
M,92,85
M,94,85
M,121,85
M,70,85
M,38,85
M,35,85
M,40,85
M,50,85
M,101,85
Y,1,85
M,25,85
M,101,85
M,39,85
M,80,85
M,83,85
M,97,85
Z,20,85
Z,-12,85
Z,-30,85
M,95.8,84.9
M,62,85
M,104,85
M,50,85
M,54,85
M,75,85
M,79,85
M,80,85
M,85,85
M,97,85
M,111,85
M,42,85
M,86,85
M,78,85
Z,-108,85
M,50,85
M,99,85
M,38,85
U,16,85
M,78,85
M,149,85
M,85,85
M,113,85
M,38,85
M,40,85
M,85,85
Y,29.1,85.3
M,99.3,85.3
M,78,85
M,102,85
M,87,85
M,133,85
M,79,86
M,84,86
M,112.68,85.55
M,83,86
M,88,86
M,81,86
AB,61,86
M,84,86
M,126,86
M,61,86
M,73.6,85.7
M,118,86
M,54,86
M,95,86
M,77,86
M,98.4,85.9
M,61,86
M,70,86
M,75,86
M,91,86
M,71,86
AB,21,86
M,39,86
M,82.6,86.0
AB,88,86
M,92,86
M,98,86
M,102,86
M,109,86
M,65,86
M,80,86
M,84.4,86.1
M,90,86
M,91,86
M,76.5,86.1
M,70,86
M,73,86
M,98.5,86.2
AB,-5,86
M,84,86
M,22,86
M,68,86
M,104,86
M,12,86
M,82,86
M,32.1,86.4
M,117,86
M,60,86
Y,30,86
Z,-73,86
M,83,87
M,-6,87
M,90,87
M,76.8,86.5
Z,-14,87
M,34,87
M,64,87
M,97,87
M,27,87
M,38,87
AB,48,87
M,102,87
M,44,87
M,92,87
M,98,87
M,108,87
M,38,87
M,68,87
M,100,87
M,40,87
M,33,87
Y,177.1,86.9
M,82,87
M,48,87
Y,8.0,87.0
M,46,87
M,90,87
M,91,87
M,99.2,87.0
M,125,87
M,102.39,87.02
M,126,87
M,17,87
Z,-18,87
M,55,87
M,66,87
M,96,87
M,82,87
M,90,87
AB,90,87
Z,-73,87
M,85,87
M,105,87
M,119,87
M,99,87
M,95.0,87.4
M,97,87
M,104,88
M,81,88
M,64,88
M,-10.5,87.7
M,43,88
M,67,88
M,81,88
M,32,88
M,73,88
M,65,88
M,113,88
M,80,88
M,20,88
AB,93,88
M,73.0,87.9
M,111.9,87.9
M,82.95,87.90
AB,80,88
M,52,88
M,52,88
M,77,88
M,19,88
M,94,88
M,109,88
M,94,88
M,39,88
Z,-3,88
M,77,88
Z,-33,88
Z,-57,88
M,91,88
M,94,88
M,96,88
M,34,88
M,91,88
M,104,88
M,118,88
Y,217,89
M,104,89
M,32,89
M,100,89
M,69,89
M,78,89
M,92,89
M,108,89
M,100,89
M,51,89
M,66,89
Z,41,89
M,99,89
M,123,89
M,82,89
M,83,89
M,57,89
M,239.1,88.9
AB,37,89
M,94,89
M,27,89
Z,-137,89
M,1,89
M,45,89
M,69,89
M,80,89
M,81,89
M,97,89
M,111,89
M,105,89
M,119,89
M,124,89
M,59,89
M,40,89
M,122.6,89.2
M,-23,89
M,108,89
M,101,89
M,90,89
M,52,89
M,73,89
M,26,89
M,69,89
M,57,90
M,41,90
M,44,90
M,46,90
M,107,90
M,67,90
Y,55,90
M,106,90
M,33,90
M,65,90
M,69,90
Z,8,90
M,76.1,89.7
M,115,90
M,125,90
M,107,90
Z,-134.0,89.8
M,110,90
M,88,90
M,93,90
M,-8.9,89.9
M,42,90
M,99,90
M,109,90
AB,116,90
M,49,90
M,102,90
M,81,90
M,25,90
M,-126,90
Z,-56,90
Y,39,90
M,60,90
M,97,90
M,101,90
M,107.2,90.1
M,122.2,90.1
M,86,90
M,93,90
M,67,90
Y,43,90
M,87,90
M,36,90
M,89,90
M,16,90
M,115,90
M,45,90
AB,104.5,90.4
M,91,90
M,100,90
M,100,90
M,95,91
M,62,91
M,55,91
M,52,91
Y,26,91
M,72,91
M,76,91
M,96,91
M,100,91
M,102,91
M,129,91
M,129,91
M,94.5,90.7
M,71,91
M,105,91
M,113,91
M,94,91
M,118,91
M,97,91
M,101,91
M,102,91
M,79,91
M,107,91
M,-26,91
Y,12,91
M,90,91
Z,-20,91
AB,96,91
M,114,91
M,122,91
M,37,91
M,80,91
M,80,91
M,86,91
M,105,91
M,38,91
M,90,91
M,5,91
M,88,91
M,95,91
M,97,91
M,113,91
M,102,91
M,101,91
M,83,91
M,95,92
AB,138,92
M,59,92
M,34,92
M,77.3,91.6
M,104,92
M,110,92
M,112,92
M,46,92
M,116,92
Z,-84,92
M,13,92
M,56,92
M,98,92
AB,128,92
M,51,92
M,112,92
M,67,92
Z,-56,92
Z,26,92
M,54,92
M,61.3,92.0
M,82,92
M,99,92
M,101,92
M,106,92
M,115,92
M,117,92
M,101,92
M,32,92
M,-10,92
M,112,92
M,10,92
M,60,92
M,115,92
M,89,92
M,47,92
M,64,92
M,107,92
M,38,92
M,93,92
M,87,92
M,130,92
Z,-172,93
M,111,93
M,34,93
M,-11,93
M,95,93
M,35,93
M,13,93
M,93,93
M,43,93
M,94.7,92.8
M,92,93
M,109,93
M,46,93
M,66,93
M,89,93
M,100,93
M,105,93
M,59,93
Y,69,93
M,76,93
M,92,93
M,94,93
M,98,93
M,114.0,93.0
M,61,93
M,73,93
M,128,93
M,94.1,93.1
M,89,93
M,92,93
M,116,93
M,120,93
AB,161,93
M,13,93
M,92,93
M,25,93
Z,22,93
M,96,93
AB,79,93
M,91,93
M,98,93
M,38,93
M,151.2,93.4
M,67,93
M,101,93
M,105,93
M,106,93
M,54,93
Y,12,94
M,62,94
M,104,94
Z,-141,94
M,115,94
M,66,94
M,111,94
M,101,94
M,40,94
Y,46.9,93.8
M,92.3,93.8
M,107.0,93.9
Y,28,94
Y,-69,94
M,97,94
M,100,94
M,100,94
M,73,94
M,83,94
M,99,94
M,96.1,94.2
Z,-83,94
M,21,94
M,33,94
AB,77,94
M,121,94
M,57,94
M,127,94
M,63,94
M,116,94
M,102,95
M,14,95
Z,-110,95
M,107,95
M,56,95
M,111.15,94.67
M,123,95
M,56,95
M,38,95
M,109,95
Y,24,95
M,104.6,94.9
M,52,95
M,75,95
M,54,95
M,90,95
AB,96,95
M,101,95
M,106,95
M,109.4,95.0
M,112,95
M,-4,95
AB,72,95
M,66,95
AB,141,95
Y,64.2,95.2
M,64,95
M,94,95
M,76,95
M,141,95
AB,69,95
M,88,95
M,117,95
M,98,95
AB,126,95
M,54,96
M,108,96
M,131,96
M,68,96
M,115,96
M,105.0,95.8
M,94,96
M,54,96
M,94,96
M,100,96
M,99.7,95.9
M,105,96
M,38,96
M,73,96
M,91,96
M,119,96
M,128.6,96.0
M,72,96
M,115,96
Z,-13,96
M,133,96
M,107,96
M,107,96
M,76,96
M,83,96
M,76,96
M,107.0,96.3
M,156.7,96.3
M,39,96
M,125,96
M,112,96
M,43,97
M,55,97
M,95,97
M,62,97
M,111,97
M,83,97
M,83.0,96.7
M,95,97
M,117,97
M,84,97
M,86.9,96.8
M,112,97
M,74,97
AB,124,97
M,57,97
M,59,97
Y,64,97
M,119,97
M,43,97
M,115,97
M,110.2,97.1
M,116,97
M,97,97
M,131,97
M,118,97
M,60,97
M,114,97
M,99,97
AB,81,98
M,105,98
M,112,98
M,118,98
Y,83,98
M,106,98
M,112,98
M,86,98
M,136.2,97.7
M,-3,98
M,111,98
M,98,98
M,113.6,97.8
Z,-150,98
Z,-96,98
M,45,98
M,89,98
M,75,98
M,129,98
Z,-2,98
M,42,98
M,47.1,98.0
M,88,98
M,91,98
M,116,98
M,116,98
M,60,98
M,1,98
M,59,98
M,26,98
M,102,98
M,70,98
M,97,98
M,111.91,98.50
AB,129.7,98.5
M,110,99
M,109,99
M,20,99
M,111,99
M,129,99
Z,-116,99
M,96.2,98.8
M,117,99
M,148.7,98.9
AB,114,99
M,108,99
Y,49,99
M,90,99
M,98,99
M,87.8,99.1
M,106.8,99.1
M,29,99
M,114,99
M,95,99
M,46,99
M,102,99
Z,-37,99
M,88,99
M,75,99
M,27,99
M,128,99
M,118.01,99.38
Y,30.5,99.5
M,101,100
M,119,100
M,94,100
M,54,100
M,91,100
M,110,100
M,26,100
Z,5,100
M,28,100
M,99,100
M,133.9,99.8
M,120,100
M,122,100
M,126,100
AB,55,100
M,97.4,99.9
M,102,100
M,0,100
M,97,100
M,104,100
M,125,100
AB,156,100
AB,156,100
M,70,100
Z,-19,100
M,95,100
M,77,100
M,56,100
M,111,100
M,121.3,100.1
M,49,100
M,88,100
Z,-68,100
M,96,100
M,8,100
M,108,100
M,65.1,100.3
M,84.4,100.3
M,96.9,100.3
M,101,100
M,124.6,100.4
M,123,100
M,122,100
AB,155,100
Z,-45,101
M,61.6,100.7
M,105,101
M,119,101
M,71,101
M,84,101
M,85,101
M,146,101
M,78,101
M,-128,101
M,115,101
M,117,101
M,54,101
M,66,101
M,81,101
M,110,101
M,110.3,101.2
M,130,101
M,120,101
M,126,101
M,58,101
M,106,101
M,140.49,101.44
M,101.3,101.6
M,120,102
M,85,102
M,115,102
M,90,102
M,111,102
AB,138,102
M,50,102
M,94,102
Z,26,102
AB,128.0,101.9
M,105,102
M,116,102
M,142,102
U,3,102
M,87,102
M,89,102
M,102,102
M,127,102
M,129,102
M,137,102
M,36,102
M,120.0,102.1
M,113,102
M,97,102
M,50,102
M,113,102
Z,45,102
AB,63,102
M,110,102
M,96,102
M,34,102
M,118,102
M,57,102
M,131.2,102.5
M,134,103
M,145,103
AB,9,103
M,94,103
M,132.30,102.62
M,106,103
M,115,103
M,82,103
M,115,103
M,124,103
M,110,103
M,104,103
M,117.8,102.9
M,98,103
M,113,103
M,112,103
N,22,103
M,50,103
M,40,103
M,116.7,103.3
M,45,103
M,65.8,103.3
M,102,103
Z,18,103
Z,52,103
M,122,103
M,52,103
M,129,103
Z,-76,104
M,68,104
M,61,104
M,130,104
M,108,104
M,141,104
M,120,104
M,74,104
M,109,104
Z,33,104
M,47.0,104.0
M,101,104
M,117,104
M,118,104
M,42,104
M,48,104
M,8,104
M,128.1,104.2
M,98,104
M,60,104
M,128,104
M,125,104
M,131,104
M,132,104
M,104.2,104.3
M,88,104
M,124,104
M,86,105
M,70,105
Y,48,105
M,132,105
M,102.3,104.9
M,128.3,104.9
AB,136,105
M,35,105
M,40,105
M,87,105
M,22,105
M,100,105
M,124,105
M,116,105
M,63.1,105.1
Y,89,105
M,36,105
M,58,105
M,65,105
M,75,105
M,82,105
M,128,105
Z,-20,106
M,95,106
M,120,106
M,120,106
M,124,106
M,57,106
AB,86,106
M,111.0,106.0
M,24,106
M,101,106
M,93,106
M,115.53,106.15
M,135,106
Z,47,106
M,31,106
M,108,106
M,159,107
M,127,107
M,105,107
M,103,107
Z,-155,107
M,120,107
M,140,107
M,104,107
M,65,107
M,127,107
M,132,107
M,47.0,107.3
AB,114,107
M,133,107
M,135,107
M,116.2,107.5
M,125,108
M,141.8,107.7
M,70,108
M,119,108
M,60,108
M,17,108
Z,37,108
M,119.0,108.0
AB,132,108
M,144,108
AB,149,108
M,127,108
M,119,108
M,137,108
M,98,108
Y,48,108
M,111,108
M,117,108
M,104,108
M,71.5,108.3
M,147,108
AB,137,108
M,42,108
M,111.6,108.5
M,51,109
M,108.4,108.6
M,128,109
M,38,109
M,7,109
M,58,109
M,125,109
M,150,109
M,89,109
M,112,109
M,132,109
AB,160,109
Z,-104.2,109.1
M,81,109
M,86,109
M,126,109
M,128,109
M,74,109
M,71,109
M,128.5,109.5
Y,12,110
M,90,110
M,128,110
M,137.44,109.97
M,43,110
M,126,110
M,165,110
M,120,110
M,100,110
AB,41,110
M,60,110
M,150,110
M,121,110
M,117,111
AB,128,111
M,57,111
M,118,111
M,129,111
M,144,111
M,140,111
M,146,111
AB,153,111
M,121,111
M,71.1,111.1
M,72,111
AB,96,111
M,71,111
M,95.6,111.6
M,96,112
M,59,112
M,154,112
M,114,112
AB,139,112
M,25,112
M,127,112
M,133,112
M,140,112
M,38,112
M,125,112
M,-22,112
M,138,112
M,88,112
AB,113.7,112.2
Z,-56,112
Y,45,112
M,36,112
M,59,112
AB,164,113
M,108,113
M,72,113
M,71,113
AB,137,113
M,63,113
M,153.2,112.8
Z,-69,113
M,82,113
M,128,113
AB,138.8,113.1
Z,10,113
M,101,113
M,104,113
Y,75,113
M,139,113
Z,-100,113
M,77,113
Z,-23,114
M,72,114
M,106,114
M,164,114
M,102,114
M,161,114
M,100,114
M,115,114
M,137,115
M,-43,115
M,99,115
M,140,115
M,106,115
M,18,115
M,120,115
M,151,115
M,119,115
M,132,115
M,40.8,115.4
M,111,115
M,30.3,115.5
AB,79,116
M,16,116
M,113,116
M,123,116
M,144,116
M,135,116
M,32,116
M,48,116
M,49,116
Z,-10,116
M,103,116
M,127,116
AB,174,116
M,113,116
M,136,116
M,65.3,116.2
M,156,116
Z,-93,116
Z,-21,116
M,137,116
Z,-65,116
U,70,117
AB,178,117
M,117,117
Z,-69,117
M,94,117
M,139,117
M,158,117
M,78,117
M,38,117
U,60,117
M,64,117
Z,68,117
Y,-45.1,117.5
M,144,118
M,25,118
M,113,118
M,133,118
M,131,118
M,143,118
M,106,118
M,114.0,118.1
M,178.9,118.2
M,125,118
M,141,118
M,133,118
Y,70,119
Y,156,119
M,129,119
M,117,119
N,55,119
M,115,119
AB,116,119
M,145,119
M,156,119
M,164,119
M,121,119
M,101,119
M,148.6,119.4
M,121,119
M,65,120
M,96,120
M,17,120
M,137,120
M,128.5,120.0
M,98,120
M,-2,120
AB,192.32,120.27
AB,179,120
M,79,120
M,101,120
M,110,120
Y,-4,121
Y,84.3,120.6
M,117.2,120.7
Z,-96,121
M,38,121
M,143,121
M,128,121
Z,-78,121
AB,176,122
M,20,122
M,66,122
M,92,122
M,142.6,121.9
M,78,122
M,100,122
M,108,122
M,150,122
M,174.5,122.0
M,98,122
M,152,122
M,97,122
M,76,122
M,129,122
M,161,122
M,3,122
M,78,123
M,129,123
M,159,123
M,46,123
M,95.3,123.0
M,139.4,123.0
M,69,123
M,85,123
M,128,123
M,136,123
M,100,123
Z,2,124
M,160,124
AB,-28,124
M,140,124
M,84,124
M,151,124
M,49,124
M,9,124
M,123,125
M,154,125
Z,-54,125
M,35,125
M,129,125
M,143,125
M,51,125
AB,188.6,125.2
M,49,125
Z,-37,125
M,122,125
AB,192,126
Z,-59.8,125.6
M,96.6,125.6
Z,-155,126
M,122,126
M,52,126
M,80,126
Y,125,126
M,133,126
M,171,126
M,36,126
Z,12,127
M,175.5,126.6
M,145.6,126.8
M,159,127
M,21,127
M,138,127
M,123,127
M,151,127
M,187,127
Z,-11,127
Z,-87,127
Z,-50,127
M,20,127
M,127.2,127.4
U,95,128
M,120,128
AB,149.0,127.7
M,-47,128
AB,86,128
M,99,128
M,159,128
M,57,128
Z,-34,128
Z,-137,128
Y,-5,129
M,56,129
M,87,129
M,131,129
Z,45,129
AB,158,129
M,145,130
