PGD Type,Type,Grain Label,Meteorite,12C/13C,err+[12C/13C],err-[12C/13C]
M,M,KJE-a1-5-8,Murchison,65.71,0.33,0.33
M,M,M33b-122-3,Murchison,65.70,2.75,2.54
M,M,M08-21,Murchison,65.7,0.5,0.5
M,M,KJB2-13-12-10,Murchison,65.7,0.23,0.23
M,M,reg4p2_27_1_2,Indarch,65.7,0.6,0.6
M,M,region4again_21_1_7,Indarch,65.7,0.5,0.5
M,M,KJGN10-11-3,Murchison,65.70,0.46,0.46
M,M,M7@7_5_1_mg_4,Murchison ,65.68,0.15,0.15
M,M,M7@9_8_1_mg_6,Murchison ,65.68,0.85,0.85
M,M,Muri11B-300-2,Murchison,65.68,2.20,2.06
M,M,KJE-a1-16-8,Murchison,65.67,0.36,0.36
U,U,WF_1#3.16,Murchison ,65.66,0.47,0.47
M,M,KJH2-351,Murchison,65.66,0.40,0.40
M,M,Muri11B-415-1,Murchison,65.65,0.91,0.89
M,M,Muri11B-339-1,Murchison,65.65,1.33,1.27
M,M,WF_1#5.3,Murchison ,65.65,0.71,0.71
M,M,M26a-63-1,Murchison,65.65,2.08,1.96
M,M,M33c-277-6,Murchison,65.64,8.55,6.78
M,M,M7@9_2_1_mg_2,Murchison ,65.64,2.11,2.11
M,M,M7@14_1_1_mg_14,Murchison ,65.64,0.51,0.51
M,M,M7@14_15_1_mg_9,Murchison ,65.64,0.47,0.47
M,M,Muri11B-152-4,Murchison,65.63,1.14,1.10
M,M,KJE-a1-29-5,Murchison,65.62,0.33,0.33
M,M,WF_3#17.9,Murchison ,65.61,0.50,0.50
M,M,M26a-308-3,Murchison,65.61,2.17,2.03
Z,Z,WF_3#9.15,Murchison ,65.61,1.17,1.17
M,M,Muri11B-383-1,Murchison,65.61,1.68,1.60
M,M,WF_3#4.11,Murchison ,65.60,0.62,0.62
M,M,M26a-131-22,Murchison,65.60,1.47,1.40
M,M,region2_14_1_3,Indarch,65.6,0.6,0.6
M,M,M1S-4c,GRV 021710,65.6,4.2,4.2
M,M,M7@8_19_1_mg_1,Murchison ,65.59,0.70,0.70
M,M,M7b@2_7_1_mg_3,Murchison ,65.59,0.76,0.76
M,M,KJB2-F-3,Murchison,65.59,18.35,18.35
M,M,KJH5-7m15,Murchison,65.59,1.26,1.26
M,M,KJH5-7m13,Murchison,65.57,1.24,1.24
M,M,WF_3#14.10,Murchison ,65.56,0.80,0.80
M,M,KJB2-13-11-5,Murchison,65.56,0.91,0.91
M,M,M26a-460-3,Murchison,65.56,4.19,3.71
Z,Z,KJE-a1-35-6,Murchison,65.55,0.34,0.34
M,M,KJE-a2-39-12,Murchison,65.55,0.35,0.35
M,M,KJB2-1-1-1,Murchison,65.55,1.8,1.8
M,M,KJB2-3-9-5,Murchison,65.55,2.73,2.73
M,M,KJB2-16-8-7,Murchison,65.55,0.85,0.85
M,M,M7@15_24_1_mg_9,Murchison ,65.55,0.43,0.43
M,M,M7@15_40_1_mg_3,Murchison ,65.55,2.16,2.16
Z,Z,M7b@1_11_1_mg_19,Murchison ,65.55,0.71,0.71
Z,Z,M7b@3_45_1_mg_12,Murchison ,65.55,0.97,0.97
M,M,Muri11B-394-8,Murchison,65.54,1.55,1.48
M,M,M26a-325-4,Murchison,65.53,2.20,2.06
M,M,WF_6#24.9,Murchison ,65.51,1.15,1.15
Z,Z,M7@4_6_1_mg_1,Murchison ,65.50,0.31,0.31
M,M,M7@15_4_1_mg_1,Murchison ,65.50,0.34,0.34
Z,Z,M7b@2_2_1_mg_11,Murchison ,65.50,0.67,0.67
M,M,M7b@3_13_1_mg_6,Murchison ,65.50,1.11,1.11
M,M,M7b@3_32_1_mg_4,Murchison ,65.50,2.66,2.66
Z,Z,Org-317,Orgueil,65.50,0.35,0.35
Z,Z,region5p1_4_1_16,Indarch,65.5,0.7,0.7
M,M,M8-81-13,Murchison,65.50,0.76,0.74
M,M,KJG2-153,Murchison,65.50,0.67,0.67
M,M,KJH10-852,Murchison,65.49,1.96,1.96
M,M,KJA1-3-19-4,Murchison,65.49,1.51,1.51
M,M,KJGN10-47-3,Murchison,65.49,0.45,0.45
M,M,M33b-168-2,Murchison,65.49,2.47,2.30
Z,Z,KJE-a1-17-8,Murchison,65.48,0.32,0.32
M,M,Muri11B-375-3,Murchison,65.48,0.98,0.96
M,M,Muri11B-422-1,Murchison,65.48,1.38,1.32
M,M,M26a-94-1,Murchison,65.47,1.36,1.30
M,M,M26a-238-1,Murchison,65.47,1.86,1.76
M,M,M7@7_2_1_mg_2,Murchison ,65.46,0.19,0.19
M,M,M7@7_4_1_mg_7,Murchison ,65.46,0.66,0.66
M,M,M7b@2_8_1_mg_6,Murchison ,65.46,0.99,0.99
M,M,M8-8-22,Murchison,65.45,1.82,1.72
M,M,KJH10-552,Murchison,65.45,0.86,0.86
M,M,KJH10-041,Murchison,65.44,0.71,0.71
M,M,KJB2-9-7-8,Murchison,65.44,3.8,3.8
M,M,M8-11-4,Murchison,65.41,0.98,0.95
M,M,WF_6#10.16,Murchison ,65.40,0.93,0.93
Z,Z,I54,Inman,65.4,2.0,2.0
M,M,Org-460,Orgueil,65.40,0.45,0.45
M,M,WF_2#1.17,Murchison ,65.40,0.71,0.71
M,M,KJE-a1-22-3,Murchison,65.39,0.31,0.31
M,M,M33b-91-3,Murchison,65.39,2.76,2.55
M,M,Muri11B-138-1,Murchison,65.38,0.97,0.94
M,M,KJB2-MgAl_10_mg_9,Murchison,65.38,2.77,2.77
Z,Z,Muri11B-123-4,Murchison,65.37,0.97,0.94
M,M,LS+LU-JA-16,Murchison,65.4,0.5,0.5
M,M,M7@14_71_1_mg_3,Murchison ,65.37,0.91,0.91
M,M,M7b@3_40_1_mg_3,Murchison ,65.37,0.93,0.93
M,M,WF_3#25.9,Murchison ,65.37,0.47,0.47
M,M,M26a-68-9,Murchison,65.36,2.45,2.28
M,M,KJA1-8-15-1,Murchison,65.35,1.51,1.51
M,M,KJE214,Murchison,65.3,2.0,2.0
M,M,M26a-116-16,Murchison,65.35,1.51,1.44
M,M,KJE-a2-1-2,Murchison,65.34,0.35,0.35
M,M,LS+LU-L2-45,Murchison,65.34,0.36,0.36
M,M,KJE-a1-35-1,Murchison,65.33,0.31,0.31
M,M,B4-10,Murchison,65.33,0.67,0.67
M,M,M7@7_6_1_mg_23,Murchison ,65.32,0.31,0.31
M,M,M7b@3_25_1_mg_9,Murchison ,65.32,1.59,1.59
M,M,KJE-a2-10-22,Murchison,65.32,0.32,0.32
M,M,M10B-54-4,Murchison,65.31,4.49,3.95
M,M,KJE-a2-39-6,Murchison,65.30,0.40,0.40
M,M,Muri11B-34-3,Murchison,65.30,1.83,1.73
M,M,KJB2-8-8-3,Murchison,65.3,0.65,0.65
M,M,KJB2-11-10-7,Murchison,65.3,0.6,0.6
M,M,KJB2-17-6-4,Murchison,65.3,0.8,0.8
M,M,region2_10_1_9,Indarch,65.3,0.6,0.6
M,M,WF_3#5.16,Murchison ,65.29,0.59,0.59
M,M,KJE103,Murchison,65.3,2.8,2.8
M,M,M7@14_36_1_mg_5,Murchison ,65.28,0.69,0.69
M,M,M33b-192-4,Murchison,65.28,1.97,1.86
M,M,KJE-a1-20-3,Murchison,65.27,0.31,0.31
M,M,LS+LU-L2-13,Murchison,65.26,0.40,0.40
M,M,Muri11B-467-3,Murchison,65.26,1.12,1.08
M,M,Muri11B-484-4,Murchison,65.26,1.06,1.02
M,M,KJB2-17-5-5,Murchison,65.26,0.79,0.79
M,M,M30,Murchison,65.2,2.7,2.7
M,M,WF_6#9.4,Murchison ,65.25,0.67,0.67
M,M,WF_2#13.17,Murchison ,65.25,0.65,0.65
M,M,M8-9-18,Murchison,65.25,2.02,1.90
M,M,KJB2-13-32-8,Murchison,65.24,0.27,0.27
M,M,KJGN10-02-6,Murchison,65.24,0.34,0.34
M,M,M26a-87-18,Murchison,65.24,3.18,2.90
M,M,M7@8_8_1_mg_20,Murchison ,65.24,0.87,0.87
M,M,WF_2#9.5,Murchison ,65.21,0.72,0.72
X,X,M26a-389-7,Murchison,65.21,1.66,1.58
M,M,KJB2-7-4-6,Murchison,65.21,0.83,0.83
M,M,Muri11B-441-2,Murchison,65.21,1.74,1.65
M,M,Muri11B-151-1,Murchison,65.20,1.30,1.25
M,M,Muri11B-458-1,Murchison,65.20,3.11,2.84
M,M,M7@7_2_1_mg_13,Murchison ,65.19,1.80,1.80
M,M,M7b@2_28_1_mg_6,Murchison ,65.19,1.36,1.36
M,M,M7b@2_59_1_mg_6,Murchison ,65.19,3.08,3.08
M,M,KJGN10-50-6,Murchison,65.19,0.46,0.46
M,M,KJB2-16-2-3,Murchison,65.18,1.12,1.12
M,M,Muri11B-109-4,Murchison,65.18,1.49,1.42
M,M,T5,Tieschitz,65.2,7.8,7.8
M,M,C19,Chainpur,65.2,2.1,2.1
Z,Z,M33b-209-1,Murchison,65.16,0.94,0.91
M,M,KJB2-13-3-2,Murchison,65.15,0.63,0.63
M,M,M7@11_2_1_mg_1,Murchison ,65.15,1.15,1.15
M,M,M7b@1_11_1_mg_6,Murchison ,65.15,0.45,0.45
M,M,M7b@2_26_1_mg_8,Murchison ,65.15,0.73,0.73
M,M,KJE-a2-4-3,Murchison,65.15,0.38,0.38
M,M,KJE176,Murchison,65.1,6.1,6.1
M,M,KJB2-3-8-2,Murchison,65.13,1.65,1.65
M,M,KJB2-3-12-3,Murchison,65.13,1.94,1.94
M,M,M26a-83-6,Murchison,65.13,2.35,2.19
M,M,KJE-a2-11-9,Murchison,65.13,0.37,0.37
Z,Z,M8-5-6,Murchison,65.12,3.62,3.26
M,M,Muri11B-419-1,Murchison,65.12,1.18,1.14
M,M,M26a-371-1,Murchison,65.11,1.12,1.08
M,M,KJE-a2-60-8,Murchison,65.11,0.33,0.33
M,M,M7@8_11_1_mg_14,Murchison ,65.10,0.83,0.83
M,M,M7@8_16_1_mg_10,Murchison ,65.10,0.83,0.83
M,M,M7b@1_3_1_mg_3,Murchison ,65.10,0.76,0.76
M,M,M7b@3_61_1_mg_3,Murchison ,65.10,1.42,1.42
M,M,KJA1-1-15-14,Murchison,65.10,1.30,1.30
M,M,KJE667,Murchison,65.1,1.6,1.6
M,M,region3_8_1_10,Indarch,65.1,0.4,0.4
M,M,region3p2_20_1_2,Indarch,65.1,0.4,0.4
M,M,WF_3#10.14,Murchison ,65.10,0.58,0.58
M,M,B29,Bishunpur,65.1,0.6,0.6
M,M,M26a-328-7,Murchison,65.09,1.22,1.18
M,M,M10B-54-8,Murchison,65.07,3.73,3.35
M,M,KJB2-13-22-7,Murchison,65.07,0.36,0.36
M,M,KJB2-13-36-6,Murchison,65.07,0.27,0.27
M,M,M26a-57-19,Murchison,65.07,3.32,3.01
M,M,M33c-277-5,Murchison,65.07,4.49,3.95
M,M,Muri11B-217-3,Murchison,65.06,1.64,1.56
M,M,M7@15_47_1_mg_7,Murchison ,65.06,1.39,1.39
M,M,M7b@3_47_1_mg_1,Murchison ,65.06,0.67,0.67
M,M,KJG2-237,Murchison,65.05,0.67,0.67
M,M,M26a-224-18,Murchison,65.04,1.87,1.77
M,M,KJE851,Murchison,65.0,5.3,5.3
M,M,M26a-145-6,Murchison,65.04,4.56,4.00
U,U,WF_4#6.5,Murchison ,65.04,1.07,1.07
M,M,KJB2-14-28-2,Murchison,65.03,0.71,0.71
M,M,WF_6#5.1,Murchison ,65.02,0.94,0.94
M,M,M26a-84-8,Murchison,65.02,2.28,2.13
M,M,M26a-82-5,Murchison,65.01,1.80,1.71
M,M,KJG4-f301,Murchison,65.00,1.24,1.24
M,M,KJA1-4-12-16,Murchison,65.00,1.25,1.25
Z,Z,KJE4-414-2,Murchison,65,3,3
M,M,Org-455a,Orgueil,65,1,1
M,M,KJGN10-43-1,Murchison,65.00,0.45,0.45
M,M,KJG2-155,Murchison,65.00,0.78,0.78
M,M,I43,Inman,65.0,3.0,3.0
M,M,WF_6#24.14,Murchison ,64.98,1.05,1.05
M,M,Muri11B-283-2,Murchison,64.98,1.35,1.29
M,M,WF_6#9.6,Murchison ,64.98,0.92,0.92
M,M,KJE-a1-14-7,Murchison,64.98,0.32,0.32
M,M,KJE233,Murchison,65.0,3.6,3.6
M,M,M7b@3_33_1_mg_10,Murchison ,64.97,0.99,0.99
M,M,M7b@3_65_1_mg_8,Murchison ,64.97,1.19,1.19
M,M,KJH5-621,Murchison,64.97,1.19,1.19
M,M,KJH9-012,Murchison,64.96,0.90,0.90
M,M,WF_3#6.1,Murchison ,64.96,0.63,0.63
M,M,KJA1-1-3-5,Murchison,64.95,1.27,1.27
M,M,KJE-a2-19-4,Murchison,64.94,0.40,0.40
M,M,M7@7_6_1_mg_3,Murchison ,64.93,0.41,0.41
M,M,KJB2-3-12-9,Murchison,64.92,1.76,1.76
M,M,KJB2-17-2-9,Murchison,64.92,13.74,13.74
M,M,WF_3#18.2,Murchison ,64.91,0.83,0.83
M,M,KJE503,Murchison,64.9,1.9,1.9
M,M,KJE-a1-36-6,Murchison,64.91,0.32,0.32
M,M,Muri11B-69-1,Murchison,64.90,0.85,0.83
M,M,M08-10,Murchison,64.9,0.5,0.5
M,M,region5p3_1_1_3,Indarch,64.9,0.5,0.5
M,M,KJA1-6-1-4,Murchison,64.88,0.89,0.89
M,M,M7@8_6_1_mg_37,Murchison ,64.88,1.68,1.68
M,M,M7@15_46_1_mg_2,Murchison ,64.88,1.06,1.06
M,M,WF_5#13.1,Murchison ,64.88,1.01,1.01
M,M,T7,Tieschitz,64.9,4.0,4.0
M,M,M26a-185-4,Murchison,64.87,1.36,1.31
M,M,M8-4-2,Murchison,64.87,1.05,1.02
M,M,KJH4-4m15,Murchison,64.86,0.76,0.76
M,M,KJE358,Murchison,64.9,2.2,2.2
M,M,KJH1-m1-2,Murchison,64.86,0.37,0.37
M,M,KJH3-451,Murchison,64.85,1.55,1.55
M,M,WF_3#1.3,Murchison ,64.85,0.71,0.71
M,M,KJB2-3-9-3,Murchison,64.84,1.38,1.38
M,M,KJB2-13-19-11,Murchison,64.84,0.4,0.4
M,M,M7@7_2_1_mg_3,Murchison ,64.84,0.27,0.27
M,M,M7@14_58_1_mg_5,Murchison ,64.84,0.67,0.67
M,M,E2-04,Murchison,64.84,0.67,0.67
M,M,Muri11B-264-4,Murchison,64.84,2.56,2.38
M,M,KJH5-651,Murchison,64.82,1.43,1.43
M,M,KJH8-403,Murchison,64.81,1.39,1.39
M,M,KJE894,Murchison,64.8,4.9,4.9
M,M,KJE-a2-31-2,Murchison,64.80,0.39,0.39
M,M,KJH4-244,Murchison,64.80,1.02,1.02
M,M,KJH8-601,Murchison,64.79,0.93,0.93
M,M,M7b@2_46_1_mg_4,Murchison ,64.79,3.41,3.41
M,M,KJB2-11-6-1,Murchison,64.79,0.95,0.95
M,M,KJGN10-1m4-3,Murchison,64.79,0.45,0.45
M,M,WF_6#6.2,Murchison ,64.79,0.73,0.73
M,M,M8-79-3,Murchison,64.77,0.70,0.68
M,M,KJG4@074,Murchison,64.76,1.41,1.41
Z,Z,M33b-131-3,Murchison,64.76,2.46,2.29
M,M,Muri11B-155-3,Murchison,64.76,1.31,1.26
M,M,M7@15_4_1_mg_5,Murchison ,64.75,0.58,0.58
M,M,M7b@2_21_1_mg_5,Murchison ,64.75,1.61,1.61
M,M,M7b@3_32_1_mg_3,Murchison ,64.75,1.67,1.67
M,M,M7b@3_56_1_mg_7,Murchison ,64.75,0.67,0.67
M,M,WF_3#21.7,Murchison ,64.75,0.60,0.60
M,M,KJE-a1-14-11,Murchison,64.74,0.33,0.33
M,M,LS+LU-JA-53,Murchison,64.7,0.6,0.6
M,M,Muri11B-68-3,Murchison,64.71,1.07,1.03
M,M,M7b@1_3_1_mg_26,Murchison ,64.71,0.56,0.56
M,M,M7b@2_27_1_mg_6,Murchison ,64.71,0.64,0.64
M,M,KJH7-5m13,Murchison,64.71,1.07,1.07
M,M,KJE746,Murchison,64.7,2.8,2.8
M,M,KJB2-3-17-7,Murchison,64.67,1.33,1.33
M,M,Muri11B-181-1,Murchison,64.66,1.39,1.33
M,M,M7@8_25_1_mg_7,Murchison ,64.66,1.33,1.33
M,M,M7@14_16_1_mg_4,Murchison ,64.66,2.43,2.43
M,M,M33-83-12,Murchison,64.66,4.36,3.84
M,M,KJA1-2-18-4,Murchison,64.65,1.61,1.61
M,M,M26a-74-8,Murchison,64.65,6.96,5.72
M,M,Muri11B-219-2,Murchison,64.64,0.85,0.83
M,M,KJH4-512,Murchison,64.64,1.02,1.02
M,M,M26a-229-18,Murchison,64.63,6.24,5.23
M,M,M8-9-19,Murchison,64.63,1.20,1.15
M,M,M7@8_10_1_mg_3,Murchison ,64.62,0.79,0.79
M,M,M7@8_21_1_mg_13,Murchison ,64.62,0.69,0.69
M,M,M7b@3_50_1_mg_7,Murchison ,64.62,0.64,0.64
M,M,M7b@3_57_1_mg_1,Murchison ,64.62,2.60,2.60
M,M,KJE010,Murchison,64.6,4.0,4.0
M,M,B19,Bishunpur,64.6,0.7,0.7
M,M,M42-4-4,Murchison,64.60,1.66,1.58
M,M,Org-110,Orgueil,64.6,0.4,0.4
M,M,KJG-CHRL108-061-3,Murchison,64.6,0.55,0.55
M,M,KJB2-2-6-7,Murchison,64.6,2.16,2.16
M,M,region2_17_1_7,Indarch,64.6,0.5,0.5
M,M,H4-04,Murchison,64.60,0.66,0.66
M,M,M33b-231-3,Murchison,64.58,2.19,2.05
M,M,M7@8_23_1_mg_4,Murchison ,64.57,1.52,1.52
M,M,M7@14_12_1_mg_6,Murchison ,64.57,1.67,1.67
M,M,F2-09,Murchison,64.55,0.66,0.66
M,M,KJG2-2312,Murchison,64.54,0.89,0.89
M,M,Muri11B-18-8,Murchison,64.54,2.69,2.48
M,M,WF_2#13.5,Murchison ,64.53,0.53,0.53
M,M,KJE351,Murchison,64.5,2.6,2.6
M,M,KJB2-7-2-1,Murchison,64.52,0.68,0.68
M,M,M42-77-2,Murchison,64.52,11.35,8.40
M,M,WF_5#15.11,Murchison ,64.52,16.78,16.78
Z,Z,KJA1-3-6-1,Murchison,64.51,1.27,1.27
M,M,KJE-a2-34-4,Murchison,64.51,0.36,0.36
M,M,Muri11B-412-2,Murchison,64.51,1.61,1.53
M,M,Muri11B-103-1,Murchison,64.50,1.29,1.24
M,M,MB-G2-tp,ALHA77307,64.5,1.2,1.2
M,M,region3_15_1_4,Indarch,64.5,0.4,0.4
M,M,region3p2_4_1_6,Indarch,64.5,0.5,0.5
M,M,WF_3#18.3,Murchison ,64.50,0.83,0.83
M,M,B23,Bishunpur,64.5,1.3,1.3
M,M,Muri11B-349-4,Murchison,64.50,1.46,1.39
M,M,M7b@3_37_1_mg_6,Murchison ,64.49,0.58,0.58
M,M,KJE-a2-34-12,Murchison,64.48,0.41,0.41
M,M,WF_3#25.3,Murchison ,64.48,0.66,0.66
M,M,KJE-a2-61-1,Murchison,64.47,0.37,0.37
M,M,KJH1-483,Murchison,64.46,0.49,0.49
M,M,KJB2-3-16-6,Murchison,64.46,2.23,2.23
M,M,M26a-128-12,Murchison,64.45,2.89,2.65
M,M,WF_3#22.1,Murchison ,64.45,0.52,0.52
M,M,Muri11B-233-3,Murchison,64.45,1.99,1.87
M,M,M7@7_1_1_mg_2,Murchison ,64.44,0.53,0.53
M,M,M7@13_3_1_mg_3,Murchison ,64.44,0.83,0.83
M,M,M7b@2_26_1_mg_18,Murchison ,64.44,0.95,0.95
Z,Z,M7b@3_33_1_mg_4,Murchison ,64.44,0.96,0.96
M,M,WF_3#10.12,Murchison ,64.43,0.78,0.78
M,M,KJE-a2-11-10,Murchison,64.43,0.69,0.69
M,M,M10B-26-2,Murchison,64.42,5.76,4.89
M,M,KJE-a1-31-6,Murchison,64.41,0.31,0.31
M,M,LS+LU-L2-51,Murchison,64.41,0.36,0.36
M,M,KJH2-UR12,Murchison,64.40,0.48,0.48
M,M,KJE-a2-45-10,Murchison,64.40,0.34,0.34
M,M,M7@8_29_1_mg_2,Murchison ,64.40,1.33,1.33
M,M,M7@14_1_1_mg_2,Murchison ,64.40,0.39,0.39
M,M,M7b@2_8_1_mg_3,Murchison ,64.40,2.12,2.12
M,M,LS+LU-JA-44,Murchison,64.4,0.5,0.5
M,M,WF_2#12.4,Murchison ,64.39,1.19,1.19
M,M,KJE-a1-25-18,Murchison,64.38,0.32,0.32
M,M,WF_4#9.2,Murchison ,64.38,0.74,0.74
M,M,KJG4@053,Murchison,64.38,1.11,1.11
M,M,KJB2-3-3-4,Murchison,64.38,1.9,1.9
M,M,Muri11B-289-2,Murchison,64.37,2.11,1.98
M,M,KJGN10-67-2,Murchison,64.36,0.45,0.45
M,M,M7@8_9_1_mg_11,Murchison ,64.36,2.22,2.22
M,M,M7b@3_33_1_mg_20,Murchison ,64.36,1.10,1.10
M,M,M7Img@1_2_1_mg_5,Murchison ,64.36,0.73,0.73
M,M,M26a-171-9,Murchison,64.35,1.67,1.58
M,M,WF_6#9.11,Murchison ,64.35,0.84,0.84
M,M,M24,Murchison,64.3,2.4,2.4
M,M,M33-75-3,Murchison,64.33,5.37,4.60
M,M,KJH4-043b,Murchison,64.33,1.06,1.06
M,M,KJB2-16-2-6,Murchison,64.33,0.47,0.47
M,M,Muri11B-456-2,Murchison,64.31,1.70,1.61
M,M,M7@4_4_1_mg_1,Murchison ,64.31,0.16,0.16
M,M,M7@8_27_1_mg_5,Murchison ,64.31,4.30,4.30
M,M,M7@9_8_1_mg_5,Murchison ,64.31,0.59,0.59
M,M,M7@15_22_1_mg_6,Murchison ,64.31,1.15,1.15
M,M,KJE106,Murchison,64.3,5.8,5.8
M,M,KJE693,Murchison,64.3,5.4,5.4
M,M,Org-113,Orgueil,64.3,0.6,0.6
Z,Z,reg4p2_20_1_6,Indarch,64.3,0.8,0.8
M,M,Muri11B-32-11,Murchison,64.30,1.22,1.18
M,M,M33b-176-2,Murchison,64.29,4.74,4.13
X,X,KJB2-16-11-3,Murchison,64.27,1.06,1.06
M,M,KJE-a1-4-2,Murchison,64.27,0.41,0.41
M,M,M42-119-2,Murchison,64.26,1.22,1.17
M,M,KJE-a2-38-1,Murchison,64.26,0.34,0.34
M,M,WF_5#4.3,Murchison ,64.25,0.66,0.66
M,M,KJH7-LL12,Murchison,64.25,0.87,0.87
M,M,Muri11B-16-2,Murchison,64.25,1.37,1.32
M,M,KJE492,Murchison,64.2,1.9,1.9
M,M,KJE-a2-15-10,Murchison,64.24,0.32,0.32
M,M,Muri11B-490-6,Murchison,64.24,1.98,1.86
M,M,M33c-281-1,Murchison,64.23,1.45,1.39
M,M,M26a-364-2,Murchison,64.23,2.99,2.74
M,M,M7@14_28_1_mg_9,Murchison ,64.23,3.09,3.09
M,M,WF_3#16.10,Murchison ,64.23,0.93,0.93
M,M,KJH3-243,Murchison,64.23,0.74,0.74
M,M,KJE-a2-48-4,Murchison,64.22,0.42,0.42
M,M,KJA1-1-12-12,Murchison,64.21,1.12,1.12
M,M,KJB2-8-2-4,Murchison,64.21,0.85,0.85
M,M,Muri11B-394-9,Murchison,64.20,1.40,1.34
M,M,region2_8_1_7,Indarch,64.2,0.4,0.4
M,M,KJE102,Murchison,64.2,3.5,3.5
M,M,Muri11B-364-5,Murchison,64.19,1.21,1.17
M,M,WF_1#1.4,Murchison ,64.19,1.03,1.03
M,M,M7b@1_11_1_mg_24,Murchison ,64.19,0.78,0.78
M,M,M42-13-1,Murchison,64.18,1.17,1.13
M,M,KJB2-9-5-6,Murchison,64.17,0.8,0.8
M,M,KJB2-11-4-3,Murchison,64.17,0.71,0.71
M,M,KJB2-11-15-1,Murchison,64.17,0.8,0.8
M,M,KJH5-7m11,Murchison,64.16,1.50,1.50
M,M,Muri11B-368-15,Murchison,64.16,2.41,2.24
M,M,M8-39-2,Murchison,64.16,0.70,0.69
M,M,Muri11B-398-1,Murchison,64.16,1.19,1.15
M,M,KJE-a1-44-9,Murchison,64.14,0.30,0.30
M,M,KJE-a2-14-6,Murchison,64.14,0.36,0.36
M,M,KJE286,Murchison,64.1,1.1,1.1
M,M,WF_3#20.19,Murchison ,64.13,0.54,0.54
M,M,M26a-457-4,Murchison,64.13,2.46,2.28
M,M,KJA1-5-5-2,Murchison,64.12,2.27,2.27
M,M,KJB2-9-2-2,Murchison,64.12,0.76,0.76
M,M,KJH5-7m178,Murchison,64.12,0.90,0.90
M,M,KJE-a1-25-8,Murchison,64.11,0.40,0.40
M,M,WF_4#6.7,Murchison ,64.10,1.00,1.00
M,M,KJB2-13-36-10,Murchison,64.1,0.26,0.26
M,M,region3_13_1_5,Indarch,64.1,0.6,0.6
M,M,region4again_15_1_1,Indarch,64.1,0.4,0.4
M,M,M7@12_2_1_mg_2,Murchison ,64.10,1.54,1.54
M,M,M7@14_63_1_mg_9,Murchison ,64.10,1.07,1.07
M,M,KJA1-1-7-6,Murchison,64.10,1.19,1.19
M,M,WF_3#24.12,Murchison ,64.09,0.79,0.79
M,M,KJE002,Murchison,64.1,2.6,2.6
M,M,KJA1-6-12-20,Murchison,64.09,1.90,1.90
M,M,M26a-114-23,Murchison,64.08,1.64,1.56
M,M,KJH9-811,Murchison,64.07,1.24,1.24
M,M,WF_2#8.3,Murchison ,64.06,0.50,0.50
M,M,M26a-187-5,Murchison,64.06,2.16,2.03
M,M,M26a-123-16,Murchison,64.05,4.27,3.77
M,M,KJH4-621,Murchison,64.05,0.89,0.89
M,M,M33b-153-2,Murchison,64.04,2.32,2.16
M,M,WF_1#2.1,Murchison ,64.04,0.89,0.89
M,M,KJA1-1-15-12,Murchison,64.04,1.20,1.20
M,M,KJB2-11-3-5,Murchison,64.03,0.93,0.93
M,M,M7@14_38_1_mg_6,Murchison ,64.01,0.92,0.92
M,M,M7b@2_20_1_mg_2,Murchison ,64.01,0.87,0.87
M,M,Muri11B-53-1,Murchison,64.01,1.13,1.09
M,M,Org-101,Orgueil,64.0,1.5,1.5
M,M,Org-4810,Orgueil,64.00,0.55,0.55
Z,Z,reg4p2_7_1_2,Indarch,64,0.6,0.6
M,M,reg4p2_10_1_17,Indarch,64,0.6,0.6
M,M,reg4p2_30_1_4,Indarch,64,0.7,0.7
M,M,KJE136,Murchison,64.0,1.9,1.9
M,M,KJE-a2-12-3,Murchison,64.00,0.34,0.34
M,M,WF_3#8.2,Murchison ,64.00,0.83,0.83
M,M,M8-8-28,Murchison,63.99,2.29,2.13
M,M,WF_2#2.6,Murchison ,63.99,0.97,0.97
M,M,Muri11B-279-2,Murchison,63.99,2.82,2.59
M,M,B5,Bishunpur,64.0,4.5,4.5
M,M,KJE-a2-22-11,Murchison,63.98,0.35,0.35
M,M,M33-103-4,Murchison,63.98,5.61,4.77
M,M,KJE423,Murchison,64.0,3.6,3.6
M,M,M26a-56-5,Murchison,63.95,1.76,1.67
M,M,KJE297,Murchison,63.9,2.4,2.4
M,M,WF_2#3.10,Murchison ,63.95,0.58,0.58
M,M,M33-96-24,Murchison,63.94,6.77,5.59
M,M,M8-16-20,Murchison,63.94,0.86,0.84
M,M,KJGN10-25-3,Murchison,63.94,0.45,0.45
M,M,WF_6#24.16,Murchison ,63.93,1.55,1.55
M,M,KJB2-3-24-11,Murchison,63.93,1.26,1.26
M,M,KJE-a1-23-4,Murchison,63.93,0.38,0.38
M,M,M7@15_14_1_mg_4,Murchison ,63.93,0.68,0.68
M,M,KJG2-2317,Murchison,63.93,0.61,0.61
M,M,Muri11B-484-7,Murchison,63.92,0.89,0.86
M,M,I12,Inman,63.9,2.3,2.3
M,M,KJH6-m131,Murchison,63.91,0.97,0.97
M,M,M26a-174-14,Murchison,63.91,1.69,1.60
M,M,WF_3#12.7,Murchison ,63.91,0.88,0.88
M,M,KJE030,Murchison,63.9,2.4,2.4
M,M,M26a-109-4,Murchison,63.90,2.22,2.08
