Type,12C/13C,errplus12C13C,errminus12C13C
2,53.38,0.97,0.97
2,53.37,0.76,0.76
2,53.37,0.45,0.45
2,53.37,0.55,0.55
2,53.37,1.11,1.11
2,53.4,10,10
2,53.37,2.47,2.26
2,53.36,0.67,0.66
2,53.36,0.33,0.33
2,53.36,0.55,0.55
2,53.35,0.29,0.29
2,53.34,0.91,0.91
2,53.34,0.26,0.26
2,53.34,0.28,0.28
2,53.3,5,5
2,53.33,1.4,1.33
2,53.3,0.2,0.2
2,53.3,3.1,3.1
2,53.32,2.58,2.35
2,53.31,0.37,0.37
2,53.31,1.22,1.22
2,53.31,1.28,1.22
2,53.3,1.66,1.56
2,53.3,0.5,0.5
2,53.3,0.4,0.4
2,53.3,0.5,0.5
2,53.3,1.26,1.26
2,53.3,0.31,0.31
2,53.29,1.5,1.5
2,53.29,0.4,0.4
2,53.29,0.34,0.34
2,53.29,0.69,0.69
2,53.29,0.5,0.5
6,53.28,0.25,0.25
2,53.28,1.33,1.27
2,53.28,9.51,7.01
2,53.27,0.33,0.33
2,53.3,7,7
2,53.26,0.89,0.86
2,53.3,0.8,0.8
2,53.26,1.02,1.02
2,53.26,0.63,0.63
2,53.26,0.92,0.92
2,53.25,2.66,2.42
2,53.25,1.62,1.52
2,53.2,11.3,8
2,53.24,0.37,0.37
2,53.24,0.82,0.82
2,53.23,0.28,0.28
2,53.23,4.14,3.59
2,53.22,1.7,1.6
2,53.22,1.74,1.63
2,53.22,3.78,3.31
2,53.22,0.31,0.31
2,53.22,1.37,1.3
2,53.21,2.06,1.91
2,53.21,0.95,0.95
2,53.2,0.93,0.93
2,53.2,0.9,0.9
2,53.2,0.3,0.3
2,53.2,1.51,1.51
2,53.19,1.49,1.41
2,53.2,4.4,4.4
2,53.19,4.53,4.53
2,53.18,1.36,1.3
2,53.18,1.28,1.22
2,53.18,2.23,2.06
2,53.18,1.04,1.04
2,53.2,2.8,2.8
2,53.17,1.65,1.65
2,53.17,1.21,1.16
2,53.17,0.92,0.92
2,53.17,1.63,1.63
2,53.16,1.59,1.5
2,53.2,3.9,3.9
2,53.16,0.53,0.53
2,53.15,3.03,2.72
2,53.15,0.99,0.95
2,53.15,0.37,0.37
2,53.15,0.56,0.56
2,53.14,0.87,0.87
2,53.14,1.43,1.36
2,53.14,1.21,1.16
2,53.13,7.16,5.64
2,53.1,2.4,2.4
2,53.13,1.96,1.83
2,53.13,0.8,0.8
2,53.12,0.24,0.24
2,53.12,0.28,0.28
2,53.1,3.2,3.2
2,53.12,0.6,0.58
2,53.12,1.05,1.05
2,53.11,0.41,0.41
2,53.11,0.65,0.64
2,53.11,1.98,1.84
2,53.11,0.69,0.69
2,53.1,1.4,1.33
2,53.1,3.2,3.2
2,53.1,0.35,0.35
2,53.1,0.4,0.4
2,53.1,0.3,0.3
2,53.1,2.09,1.94
2,53.1,1.04,1.04
2,53.09,0.27,0.27
2,53.09,2.44,2.23
2,53.08,0.86,0.86
2,53.08,1.34,1.28
2,53.08,1.47,1.39
2,53.08,1.95,1.82
2,53.08,0.41,0.41
2,53.08,0.66,0.66
2,53.08,0.77,0.77
2,53.07,0.26,0.26
2,53.06,1.07,1.03
2,53.06,0.26,0.26
2,53.06,0.52,0.52
2,53.06,1.27,1.27
2,53.05,1.81,1.69
2,53.1,5.2,4.3
2,53.05,0.7,0.7
2,53.05,0.65,0.65
2,53.05,0.63,0.63
2,53.05,0.93,0.93
2,53.05,1.16,1.11
2,53.04,0.71,0.71
2,53.03,1.46,1.39
2,53.03,0.68,0.66
2,53.03,0.62,0.62
2,53.03,0.27,0.27
2,53.03,1.26,1.2
2,53,2.2,2.2
2,53,0.1,0.1
2,53.02,2.63,2.63
2,53.02,1.79,1.67
2,53.02,1.2,1.2
2,53.02,0.51,0.51
2,53.02,0.73,0.73
2,53,7.1,5.6
2,53.01,1.53,1.44
2,53,1.37,1.37
6,53,0.33,0.33
2,53,1.5,1.5
2,53,1.15,1.15
2,53,0.4,0.4
2,53,0.4,0.4
2,53,1.06,1.02
2,53,0.39,0.39
2,53,1.3,1.3
2,52.99,1.25,1.25
6,52.99,1.12,1.12
2,52.99,0.55,0.55
2,52.99,1.1,1.1
2,52.99,0.37,0.37
2,52.99,0.91,0.91
2,52.99,1.53,1.44
2,52.98,1.07,1.03
2,53,1.3,1.3
2,52.96,0.94,0.94
2,52.96,2.88,2.88
2,52.96,1.49,1.41
2,52.95,0.28,0.28
2,52.95,1.91,1.91
2,52.94,1.51,1.42
2,52.94,0.51,0.51
2,52.94,5.35,4.45
6,52.93,2,2
2,52.93,1,1
2,52.93,2.37,2.37
2,52.93,1.25,1.25
2,52.93,0.55,0.55
2,52.9,1.5,1.5
2,52.9,1.3,1.3
2,52.91,1.29,1.23
2,52.9,0.6,0.6
2,52.9,1.9,1.9
2,52.91,1.48,1.4
2,52.91,1.96,1.83
2,52.91,1.69,1.59
2,52.91,2.69,2.44
2,52.9,1.97,1.83
2,52.9,1.48,1.4
2,52.9,0.7,0.7
2,52.9,0.65,0.65
2,52.9,0.4,0.4
2,52.9,1.28,1.28
2,52.9,0.3,0.3
2,52.9,0.5,0.5
2,52.9,0.85,0.85
2,52.9,6.7,5.3
2,52.89,0.25,0.25
2,52.89,2.19,2.02
4,52.89,3.59,3.16
2,52.88,0.25,0.25
2,52.88,0.69,0.69
2,52.88,0.72,0.7
2,52.88,0.42,0.42
2,52.87,5.05,4.24
6,52.87,1.34,1.34
2,52.9,3.8,3.8
2,52.87,0.48,0.48
2,52.87,0.93,0.9
2,52.84,1.47,1.39
2,52.84,0.53,0.53
6,52.84,0.96,0.96
2,52.84,0.63,0.63
2,52.84,1.7,1.6
2,52.84,1.77,1.66
6,52.82,0.25,0.25
2,52.82,1.58,1.49
2,52.82,1.67,1.57
2,52.82,0.5,0.5
2,52.82,1.06,1.02
2,52.81,1.76,1.65
2,52.81,0.32,0.32
2,52.81,1.81,1.81
2,52.8,0.31,0.31
2,52.8,0.6,0.6
2,52.79,0.78,0.76
2,52.8,5.2,4.3
2,52.79,1.57,1.57
2,52.79,1.47,1.47
2,52.79,0.77,0.77
2,52.79,1.44,1.44
6,52.79,0.31,0.31
2,52.78,1.33,1.27
2,52.8,1.6,1.6
2,52.78,0.69,0.69
2,52.77,1.39,1.32
2,52.77,1.42,1.42
2,52.77,1.15,1.11
2,52.76,0.25,0.25
2,52.76,0.72,0.72
2,52.76,0.71,0.71
2,52.76,0.72,0.72
2,52.76,1.11,1.11
2,52.75,0.24,0.24
2,52.75,0.81,0.81
2,52.75,0.26,0.26
2,52.75,0.54,0.54
2,52.75,0.26,0.26
2,52.74,5.5,4.55
2,52.74,1.2,1.15
2,52.73,0.69,0.67
2,52.73,0.86,0.86
6,52.73,0.47,0.47
2,52.73,0.56,0.56
2,52.72,2.4,2.4
2,52.72,2.14,1.98
2,52.72,0.25,0.25
2,52.71,1.01,1.01
2,52.7,0.3,0.3
2,52.7,0.7,0.7
2,52.7,0.3,0.3
2,52.7,0.5,0.5
2,52.7,1.1,1.1
2,52.7,1.06,1.06
2,52.7,0.72,0.72
2,52.69,0.54,0.54
2,52.69,0.72,0.72
2,52.69,1.05,1.05
2,52.68,0.83,0.81
2,52.67,0.26,0.26
2,52.67,0.72,0.72
2,52.67,0.68,0.66
2,52.7,3.3,3.3
2,52.66,1.58,1.49
2,52.7,3.5,3.5
2,52.7,1.7,1.7
2,52.66,0.76,0.76
2,52.66,0.31,0.31
2,52.65,1.84,1.72
2,52.65,1.54,1.54
2,52.65,3.48,3.07
2,52.65,2.2,2.03
2,52.65,0.59,0.59
2,52.65,0.34,0.34
2,52.64,0.62,0.62
2,52.64,0.25,0.25
2,52.63,1.08,1.08
2,52.6,5,4.2
2,52.63,0.33,0.33
2,52.62,8.05,6.17
2,52.6,1.3,1.3
2,52.61,0.37,0.37
2,52.61,1.18,1.18
2,52.61,0.34,0.34
2,52.61,0.68,0.66
2,52.61,1.21,1.15
2,52.6,4.62,3.93
2,52.6,0.3,0.3
2,52.6,0.3,0.3
2,52.6,3.25,2.89
2,52.6,1.13,1.13
2,52.6,1.77,1.66
2,52.59,1.03,1.03
2,52.58,0.54,0.54
2,52.58,1.09,1.04
2,52.57,1.09,1.05
2,52.57,1.15,1.15
2,52.57,0.66,0.64
2,52.57,4.75,4.02
2,52.56,0.12,0.12
2,52.56,0.77,0.75
2,52.56,0.57,0.57
2,52.56,0.54,0.54
2,52.56,1.13,1.09
2,52.56,0.26,0.26
2,52.56,1.15,1.1
2,52.55,0.35,0.35
2,52.54,2.46,2.25
2,52.54,0.81,0.81
2,52.54,0.45,0.45
2,52.53,1.46,1.38
6,52.53,1.6,1.5
2,52.53,0.47,0.47
2,52.5,3.1,3.1
2,52.53,1.79,1.67
2,52.52,1.49,1.41
2,52.5,2.7,2.7
2,52.5,6.4,5.2
2,52.5,1.3,1.3
2,52.51,1.05,1.05
2,52.51,0.88,0.85
2,52.51,1.56,1.48
2,52.51,1.84,1.72
2,52.5,0.4,0.4
2,52.5,2.1,2.1
2,52.5,0.9,0.9
2,52.5,0.5,0.5
2,52.5,0.4,0.4
2,52.5,0.67,0.67
2,52.5,0.25,0.25
2,52.5,1.13,1.13
2,52.5,2.07,2.07
2,52.5,2,2
2,52.49,2.57,2.57
2,52.5,6.9,6.9
2,52.49,0.25,0.25
2,52.48,2.11,2.11
2,52.48,0.68,0.68
2,52.48,2.85,2.57
2,52.47,1.95,1.82
2,52.47,0.85,0.85
2,52.47,1.18,1.18
2,52.47,1.59,1.59
2,52.5,7.5,5.9
2,52.46,0.96,0.93
2,52.45,3.37,2.98
2,52.45,0.61,0.61
2,52.45,0.89,0.89
2,52.44,1.83,1.71
2,52.44,1.04,1
2,52.43,0.25,0.25
2,52.43,1.03,0.99
2,52.43,1.51,1.43
2,52.42,0.98,0.94
2,52.4,2.5,2.5
2,52.41,1.3,1.24
2,52.41,0.67,0.67
2,52.41,0.75,0.75
2,52.4,0.35,0.35
2,52.4,0.4,0.4
2,52.4,1.45,1.45
2,52.4,0.5,0.5
2,52.4,0.31,0.31
2,52.39,1.54,1.46
2,52.4,2.2,2.2
2,52.39,0.31,0.31
2,52.39,0.61,0.61
2,52.39,2.36,2.17
2,52.39,0.48,0.48
2,52.39,1.19,1.14
2,52.38,0.86,0.83
2,52.38,0.9,0.9
2,52.38,0.37,0.37
2,52.38,1.75,1.64
2,52.4,1.4,1.4
2,52.4,10.1,10.1
2,52.38,1.5,1.5
2,52.38,0.64,0.64
2,52.38,1.25,1.19
2,52.38,0.78,0.76
2,52.37,1.47,1.39
2,52.4,3.2,2.9
2,52.36,0.65,0.65
2,52.36,3.03,3.03
2,52.36,0.93,0.93
2,52.35,0.54,0.54
2,52.35,0.66,0.66
2,52.35,5.04,4.23
2,52.35,0.74,0.74
2,52.35,0.26,0.26
2,52.35,1.12,1.12
2,52.34,2.07,1.92
2,52.34,0.93,0.93
2,52.3,1.4,1.4
2,52.34,0.94,0.91
2,52.34,2.18,2.01
2,52.34,2.95,2.65
2,52.34,1.7,1.59
2,52.33,0.54,0.54
2,52.3,2,2
2,52.33,0.93,0.9
2,52.3,2.4,2.4
2,52.33,0.65,0.65
2,52.33,0.59,0.59
6,52.32,1.04,1.04
2,52.32,1.59,1.59
2,52.32,2.37,2.17
2,52.31,2.25,2.07
2,52.31,2.73,2.47
2,52.31,0.58,0.58
2,52.31,1.25,1.25
2,52.31,0.36,0.36
2,52.31,0.36,0.36
2,52.31,0.32,0.32
2,52.31,0.24,0.24
2,52.31,2.37,2.18
2,52.3,0.98,0.94
2,52.3,0.54,0.54
6,52.3,1.2,1.2
2,52.3,0.72,0.72
2,52.3,0.89,0.89
2,52.3,0.61,0.61
2,52.29,1.41,1.34
2,52.29,2.18,2.18
2,52.29,0.54,0.54
2,52.28,1,0.96
2,52.28,3.35,2.97
2,52.27,2.57,2.34
2,52.27,1.77,1.66
2,52.27,0.56,0.56
2,52.27,0.56,0.56
2,52.26,1.2,1.14
2,52.25,0.36,0.36
2,52.24,1.8,1.68
2,52.24,1.17,1.17
2,52.24,1.76,1.65
2,52.24,1.06,1.02
2,52.24,0.23,0.23
2,52.23,1.07,1.02
2,52.23,0.98,0.94
2,52.23,2.02,1.87
2,52.2,0.4,0.4
2,52.22,1.75,1.64
2,52.21,1.08,1.08
2,52.21,0.2,0.2
2,52.2,1,1
2,52.2,1.45,1.37
2,52.2,1.04,1
2,52.2,0.5,0.5
2,52.19,1.53,1.45
2,52.19,1.61,1.51
2,52.19,1.43,1.35
2,52.18,0.8,0.78
2,52.17,3.58,3.15
2,52.17,2.86,2.86
2,52.17,1.38,1.31
2,52.16,1.08,1.04
2,52.16,8.33,8.33
2,52.16,0.48,0.48
2,52.15,3.24,2.88
2,52.15,0.61,0.61
2,52.15,0.67,0.67
2,52.15,1.14,1.14
2,52.15,2.13,1.97
2,52.2,1.3,1.3
2,52.15,0.62,0.62
2,52.15,0.68,0.68
2,52.15,0.11,0.11
2,52.14,0.83,0.83
2,52.14,1.31,1.25
2,52.14,0.67,0.67
2,52.14,1.08,1.03
2,52.12,0.24,0.24
2,52.12,1.35,1.35
2,52.12,0.96,0.93
2,52.11,1.88,1.75
2,52.1,6.5,6.5
2,52.1,0.3,0.3
2,52.1,0.27,0.27
2,52.1,4.05,3.51
2,52.1,1.71,1.71
6,52.1,0.5,0.5
2,52.1,0.3,0.3
2,52.1,0.89,0.89
2,52.1,0.66,0.66
6,52.1,0.37,0.37
2,52.1,2.31,2.31
2,52.1,0.6,0.6
2,52.09,2.3,2.12
2,52.09,0.35,0.35
2,52.09,1.47,1.39
2,52.1,0.4,0.4
2,52.1,9.7,7.1
2,52.07,1.75,1.64
2,52.07,1.3,1.24
2,52.07,0.73,0.73
2,52.07,0.4,0.4
2,52.07,0.35,0.35
2,52.04,3.52,3.1
2,52.04,0.68,0.68
2,52.04,1.33,1.27
2,52,3.1,3.1
2,52.03,0.35,0.35
2,52.02,0.24,0.24
2,52.02,0.97,0.94
2,52.02,1.1,1.06
2,52,1.2,1.2
2,52,2,2
2,52.01,0.57,0.56
2,52.01,0.32,0.32
2,52,0.84,0.84
2,52,0.31,0.31
2,52,0.4,0.4
2,52,0.53,0.53
2,51.99,2.09,1.93
2,51.99,1.3,1.24
2,51.98,0.36,0.36
2,51.98,0.93,0.93
2,51.98,3.35,2.97
2,51.98,1.28,1.28
2,51.98,3.54,3.11
2,51.98,1.59,1.49
2,51.98,1.82,1.7
2,52,2.2,2.2
2,51.97,0.8,0.8
2,51.95,0.3,0.3
2,51.95,0.95,0.92
2,51.95,1.93,1.8
2,51.95,8.41,6.35
2,51.94,2.48,2.26
2,51.94,0.51,0.51
2,51.94,1.51,1.43
2,51.93,0.76,0.76
2,51.93,0.89,0.89
2,51.9,2.7,2.7
6,51.92,0.94,0.94
2,51.92,0.52,0.52
6,51.92,0.41,0.41
2,51.92,0.28,0.28
2,51.92,0.37,0.37
2,51.91,1.31,1.25
2,51.91,1.31,1.25
2,51.9,1.2,1.2
2,51.91,3.67,3.67
2,51.91,0.26,0.26
2,51.9,1.4,1.4
2,51.91,0.69,0.67
2,51.91,1.66,1.56
2,51.9,1.48,1.4
2,51.9,1.3,1.3
2,51.89,3.38,2.99
2,51.87,0.32,0.32
2,51.87,0.26,0.26
2,51.87,0.36,0.36
2,51.87,1.34,1.27
2,51.87,2.39,2.19
2,51.87,2.63,2.38
2,51.86,1.33,1.26
6,51.86,2.32,2.13
2,51.86,0.83,0.83
2,51.86,0.49,0.49
2,51.86,0.73,0.73
2,51.86,1.41,1.34
2,51.9,0.3,0.3
2,51.85,1.28,1.22
2,51.85,0.27,0.27
2,51.84,2.63,2.39
2,51.84,1.25,1.25
2,51.8,1.6,1.6
2,51.84,0.65,0.65
2,51.83,1.2,1.15
2,51.83,1.19,1.14
6,51.83,0.25,0.25
2,51.82,1.92,1.78
2,51.81,0.98,0.94
2,51.81,0.86,0.86
2,51.81,0.81,0.79
2,51.81,1.27,1.21
2,51.81,2.19,2.02
2,51.81,4.46,4.46
2,51.8,2.8,2.8
2,51.81,0.24,0.24
2,51.8,1.36,1.29
2,51.8,0.6,0.6
2,51.8,0.4,0.4
2,51.8,0.36,0.36
2,51.8,1.26,1.2
2,51.79,1.11,1.07
2,51.79,1.25,1.19
2,51.79,1.27,1.27
2,51.79,2.42,2.21
2,51.78,1.94,1.81
2,51.78,0.32,0.32
2,51.78,1.95,1.81
2,51.77,0.81,0.81
2,51.77,3.75,3.27
2,51.8,1.2,1.2
2,51.77,0.52,0.52
2,51.77,1.33,1.26
2,51.76,1.63,1.54
2,51.76,1.41,1.33
2,51.76,1.06,1.01
2,51.75,0.74,0.72
2,51.75,1.67,1.57
2,51.75,0.53,0.53
2,51.75,2.37,2.17
2,51.8,3.6,3.6
2,51.75,0.23,0.23
2,51.75,1.52,1.44
2,51.75,3.57,3.14
2,51.74,0.4,0.4
6,51.74,1.87,1.75
2,51.74,0.54,0.53
2,51.74,2.78,2.51
2,51.73,0.82,0.82
2,51.73,1.28,1.22
2,51.73,1.33,1.33
2,51.73,1.12,1.12
2,51.72,0.81,0.78
2,51.72,1.57,1.48
2,51.72,1.82,1.7
2,51.71,1.58,1.49
2,51.71,0.79,0.79
2,51.7,1.79,1.68
2,51.7,0.62,0.62
6,51.7,0.77,0.77
2,51.7,1.01,1.01
2,51.7,2.12,1.96
2,51.7,0.28,0.28
2,51.7,0.36,0.36
2,51.7,0.25,0.25
2,51.68,1.15,1.1
2,51.68,0.46,0.46
2,51.68,0.36,0.36
2,51.7,2.6,2.6
2,51.68,1.87,1.87
6,51.68,0.55,0.55
2,51.67,0.62,0.62
2,51.7,2.4,2.4
2,51.67,1.74,1.63
2,51.67,1.24,1.18
2,51.67,1,1
2,51.7,0.4,0.4
2,51.65,1.45,1.45
2,51.65,0.78,0.78
2,51.65,0.4,0.4
2,51.6,1.4,1.4
2,51.65,0.28,0.28
6,51.65,1.27,1.27
2,51.64,0.33,0.33
2,51.64,0.59,0.59
2,51.63,1.74,1.63
2,51.63,1.16,1.16
2,51.62,11.53,7.97
2,51.62,0.86,0.83
2,51.62,0.42,0.42
2,51.62,0.55,0.55
2,51.61,0.71,0.69
2,51.61,1.69,1.58
2,51.61,1.73,1.62
2,51.61,0.22,0.22
2,51.61,0.7,0.7
7,51.6,2.8,2.5
2,51.6,1.41,1.33
2,51.6,0.7,0.7
2,51.6,0.4,0.4
2,51.6,0.8,0.8
2,51.6,0.26,0.26
2,51.6,9.4,9.4
2,51.59,0.53,0.53
2,51.59,1.4,1.33
2,51.58,1.3,1.24
2,51.58,1.85,1.72
2,51.58,0.36,0.36
2,51.57,1.44,1.44
2,51.6,2.2,2.2
6,51.57,0.35,0.35
2,51.56,4.96,4.16
2,51.56,2.83,2.55
2,51.56,0.26,0.26
2,51.56,0.81,0.79
2,51.54,1,1
2,51.54,0.31,0.31
2,51.53,0.88,0.88
2,51.53,0.68,0.68
2,51.53,2.18,2.01
2,51.53,0.25,0.25
2,51.53,0.25,0.25
2,51.53,4.65,3.94
2,51.52,0.31,0.31
2,51.52,1.21,1.16
2,51.52,0.6,0.58
6,51.51,2.49,2.49
2,51.51,2.05,1.9
2,51.51,0.76,0.74
2,51.51,0.85,0.85
2,51.5,0.65,0.65
2,51.5,0.69,0.69
2,51.5,1,1
2,51.5,0.6,0.6
2,51.5,0.3,0.3
2,51.5,2.33,2.14
2,51.49,6.83,5.4
2,51.49,1.4,1.33
2,51.49,1.95,1.95
2,51.48,1.34,1.28
2,51.48,0.72,0.72
2,51.48,0.46,0.46
2,51.48,0.27,0.27
2,51.48,0.3,0.3
2,51.5,3.9,3.4
2,51.47,2.41,2.2
2,51.46,3.95,3.42
2,51.46,0.81,0.78
2,51.46,0.72,0.72
2,51.46,1.11,1.11
2,51.46,0.27,0.27
2,51.46,1.01,0.97
2,51.45,0.33,0.33
2,51.45,1.32,1.25
2,51.44,1.19,1.14
2,51.43,0.27,0.27
2,51.43,1.29,1.23
2,51.43,0.62,0.6
2,51.43,2.3,2.11
2,51.42,0.64,0.64
2,51.42,0.23,0.23
2,51.42,1.71,1.6
2,51.41,1.71,1.61
2,51.4,0.73,0.73
2,51.4,2.78,2.51
2,51.4,0.66,0.64
2,51.4,0.4,0.4
2,51.4,2.7,2.7
2,51.4,0.4,0.4
2,51.4,0.72,0.72
2,51.4,0.93,0.9
2,51.39,3.83,3.33
2,51.39,0.25,0.25
2,51.39,0.39,0.39
2,51.39,0.19,0.19
2,51.39,0.88,0.85
2,51.38,3.51,3.09
2,51.38,2.86,2.58
2,51.38,1.45,1.38
2,51.38,0.24,0.24
2,51.38,1.7,1.59
2,51.38,2.97,2.66
2,51.37,1.33,1.26
2,51.37,1.14,1.14
2,51.37,2.07,1.91
2,51.37,0.73,0.71
2,51.37,0.99,0.99
2,51.36,0.81,0.79
2,51.36,0.52,0.52
2,51.35,0.77,0.75
6,51.34,1.16,1.16
2,51.34,0.44,0.44
2,51.34,0.79,0.79
2,51.34,1.68,1.68
2,51.34,0.47,0.47
2,51.34,1.27,1.21
2,51.34,0.63,0.63
2,51.34,0.48,0.48
2,51.3,1.4,1.4
2,51.32,0.89,0.86
2,51.32,0.56,0.55
2,51.32,1.29,1.29
2,51.3,6.8,5.4
2,51.31,1.34,1.27
2,51.3,0.2,0.2
2,51.3,0.3,0.3
2,51.3,14.1,14.1
2,51.3,4.7,4.7
2,51.3,0.2,0.2
6,51.3,0.4,0.4
2,51.3,0.4,0.4
2,51.3,2.8,2.8
2,51.29,0.72,0.7
2,51.29,3.39,3.39
2,51.29,0.96,0.93
2,51.29,0.33,0.33
2,51.29,1,0.96
6,51.28,1.6,1.51
2,51.28,1.36,1.36
2,51.28,0.51,0.51
2,51.28,4.09,3.53
2,51.3,5.3,4.4
2,51.26,0.28,0.28
2,51.26,0.67,0.65
2,51.26,1,1
2,51.26,1.11,1.11
2,51.26,2.33,2.13
2,51.3,1.6,1.6
2,51.24,0.24,0.24
2,51.24,4.78,4.03
2,51.24,1.61,1.52
2,51.23,1.37,1.37
2,51.23,0.28,0.28
2,51.23,0.47,0.47
2,51.23,1.19,1.19
2,51.23,0.84,0.81
2,51.23,1.34,1.28
2,51.23,1.19,1.14
2,51.22,0.76,0.74
2,51.21,1.49,1.41
2,51.21,1.26,1.2
2,51.21,0.87,0.87
2,51.21,0.88,0.88
2,51.2,0.8,0.78
2,51.2,0.33,0.33
2,51.2,1.34,1.27
2,51.2,0.25,0.25
2,51.2,2.84,2.84
2,51.2,0.3,0.3
2,51.19,2.63,2.39
2,51.18,0.56,0.55
2,51.18,0.65,0.64
2,51.18,0.5,0.5
2,51.18,0.62,0.62
2,51.2,5.5,4.5
2,51.18,0.81,0.81
2,51.2,0.4,0.4
2,51.17,7.9,6.04
2,51.17,0.48,0.48
2,51.17,0.76,0.76
2,51.17,0.36,0.36
2,51.16,1.59,1.5
2,51.16,1.41,1.34
2,51.16,1.59,1.5
2,51.15,0.25,0.25
2,51.15,1.22,1.16
2,51.15,1.82,1.7
2,51.15,0.9,0.9
2,51.15,1.13,1.13
2,51.15,0.68,0.68
2,51.15,0.91,0.88
2,51.13,0.26,0.26
2,51.12,0.97,0.93
2,51.12,1.26,1.2
2,51.12,0.34,0.34
2,51.12,1.35,1.35
2,51.12,1.2,1.2
2,51.12,2.86,2.86
2,51.1,2.5,2.5
6,51.11,0.32,0.32
2,51.11,2.89,2.6
2,51.11,1.51,1.51
2,51.11,0.34,0.34
2,51.11,0.56,0.55
2,51.1,0.78,0.78
2,51.09,0.69,0.67
2,51.09,1.77,1.77
2,51.09,0.37,0.37
2,51.09,0.32,0.32
2,51.09,1.39,1.32
2,51.09,0.5,0.5
2,51.09,1.04,1
2,51.09,0.55,0.55
2,51.07,0.26,0.26
2,51.07,0.86,0.83
2,51.07,0.36,0.36
2,51.07,0.77,0.77
2,51.07,1.29,1.29
2,51.06,0.3,0.3
2,51.06,10.62,7.5
7,51.06,0.56,0.56
2,51.06,0.9,0.9
2,51.06,0.65,0.65
2,51.06,0.36,0.36
2,51.06,1.88,1.75
2,51.06,2.91,2.61
2,51.05,0.33,0.33
2,51.05,1.25,1.2
2,51.05,2.03,1.88
2,51.05,5.06,4.22
2,51.04,0.76,0.73
2,51.04,0.26,0.26
2,51.04,1.65,1.55
2,51.04,1.23,1.17
2,51.04,0.53,0.53
2,51.04,0.62,0.62
2,51.03,0.83,0.83
2,51.03,1.24,1.24
2,51.02,0.31,0.31
2,51.02,1.38,1.38
2,51.01,1.2,1.14
2,51.01,1.25,1.25
2,51.01,0.46,0.46
2,51.01,0.8,0.8
2,51,2.2,2.2
6,51,8.2,8.2
6,51,4,4
2,51,0.25,0.25
2,51,0.35,0.35
6,51,0.4,0.4
2,51,0.3,0.3
6,51,0.53,0.53
2,51,0.73,0.71
6,51,1.1,1.1
2,50.99,0.25,0.25
2,50.99,0.24,0.24
2,50.99,0.78,0.78
2,50.99,1.45,1.45
2,50.99,0.69,0.67
2,50.98,1.18,1.13
2,50.97,1.62,1.53
2,50.97,0.84,0.84
2,50.97,1.6,1.6
2,50.96,0.52,0.52
2,50.96,0.37,0.37
2,50.96,0.55,0.55
6,50.96,0.98,0.98
2,50.96,1.21,1.21
2,50.96,0.74,0.74
2,50.96,1.02,1.02
2,50.96,0.24,0.24
2,50.96,2.83,2.55
2,50.96,0.25,0.25
2,50.95,1.22,1.16
2,50.94,0.82,0.8
2,50.9,0.8,0.8
2,50.94,2.88,2.58
2,50.94,0.26,0.26
2,50.93,0.59,0.59
6,50.93,1.45,1.45
2,50.93,9.13,6.72
2,50.93,0.24,0.24
2,50.93,0.23,0.23
2,50.92,0.36,0.36
2,50.9,1.2,1.2
2,50.92,1.14,1.1
2,50.9,1.25,1.25
2,50.9,0.38,0.38
2,50.9,0.26,0.26
2,50.89,1.21,1.21
2,50.89,0.33,0.33
2,50.88,1.51,1.43
2,50.88,0.93,0.9
6,50.88,2.66,2.66
2,50.88,0.28,0.28
2,50.9,0.4,0.4
2,50.87,0.59,0.57
2,50.87,0.52,0.52
2,50.87,3.47,3.05
2,50.87,0.31,0.31
2,50.9,4.8,4.1
2,50.86,1.8,1.68
2,50.86,1.69,1.69
6,50.86,0.34,0.34
2,50.86,1.08,1.03
2,50.85,1.78,1.67
2,50.85,0.39,0.39
2,50.85,0.94,0.94
2,50.85,3.03,2.7
2,50.8,1.3,1.3
2,50.85,0.26,0.26
2,50.84,4.45,3.78
2,50.84,0.54,0.54
2,50.84,2.49,2.26
2,50.8,1.4,1.4
2,50.84,0.82,0.79
2,50.84,0.33,0.33
2,50.83,1.35,1.28
2,50.83,0.8,0.8
6,50.83,0.34,0.34
2,50.83,0.5,0.5
2,50.8,1.1,1.1
6,50.82,1.23,1.23
2,50.82,0.45,0.45
2,50.82,0.52,0.52
2,50.82,3.8,3.3
2,50.82,0.77,0.77
2,50.81,1.61,1.61
2,50.81,0.73,0.73
2,50.8,4.94,4.13
2,50.8,0.35,0.35
2,50.8,0.3,0.3
2,50.8,2.7,2.7
2,50.8,5.4,5.4
2,50.8,2.9,2.9
2,50.79,1.21,1.21
2,50.78,0.28,0.28
2,50.78,0.67,0.65
2,50.8,3.7,3.7
2,50.76,0.56,0.56
4,50.8,0.4,0.4
2,50.76,2.68,2.43
2,50.76,0.35,0.35
2,50.76,0.26,0.26
2,50.76,0.2,0.2
2,50.75,3.92,3.4
2,50.75,2.17,2
2,50.74,0.94,0.91
2,50.74,0.19,0.19
2,50.74,0.67,0.67
2,50.74,0.76,0.76
7,50.74,0.38,0.38
2,50.7,9.6,7
2,50.74,1.24,1.18
2,50.74,2.74,2.47
2,50.73,2.14,2.14
2,50.73,1.08,1.04
2,50.73,2.61,2.36
2,50.73,0.67,0.65
