Type,carbon_isotopes,silicon_isotopes
M,58.42,99
M,58.42,29
M,58.43,60
M,58.43,43
M,58.45,37
M,58.45,45
M,58.45,41
M,58.45,-2
M,58.45,42
M,58.45,-13
M,58.45,89
M,58.45,24
M,58.46,23
M,58.47,20
M,58.47,-11
M,58.47,106
M,58.48,17
M,58.48,44
M,58.48,81
M,58.48,16
M,58.48,32
M,58.49,37
M,58.50,85
M,58.5,12
M,58.51,52
M,58.51,2
M,58.51,91
M,58.5,117.2
M,58.51,98
M,58.51,71
M,58.52,37
M,58.52,42
M,58.53,22
Z,58.53,-82
M,58.53,6
M,58.54,57
M,58.54,88
Z,58.54,-7
M,58.54,1
M,58.55,62
M,58.55,0
M,58.56,38
M,58.56,64
Z,58.57,-43
M,58.57,66
M,58.57,15
M,58.6,67.7
M,58.57,50
M,58.57,31
M,58.57,88
M,58.58,70
Z,58.59,-37
M,58.59,10
M,58.6,33.6
U,58.59,253
M,58.60,-1
M,58.60,56
M,58.6,105
M,58.60,-8
M,58.60,43
M,58.61,-7
M,58.61,69
M,58.61,24
M,58.61,130
M,58.63,34
M,58.63,-5
M,58.63,-74
M,58.64,9
M,58.64,31
M,58.64,-29
M,58.64,52
M,58.64,69.81
M,58.65,33
M,58.65,71
M,58.65,113
M,58.66,39
M,58.66,13
M,58.7,23.5
M,58.66,55
M,58.67,43
M,58.68,58
M,58.68,68
M,58.68,78
M,58.68,97
M,58.69,17
M,58.69,19
M,58.69,40
M,58.69,-27
M,58.69,61
M,58.70,52
M,58.70,77
M,58.7,28.2
M,58.7,74.7
M,58.70,7
M,58.71,-3
M,58.71,90
M,58.71,48
M,58.71,-50
M,58.71,-40
M,58.71,-19
M,58.71,38
M,58.72,66
M,58.72,50
M,58.73,65
M,58.74,10
M,58.75,26
M,58.75,2
M,58.75,50
M,58.75,54
M,58.76,-42
M,58.76,90
M,58.76,82.95
M,58.77,36
M,58.77,18
M,58.78,5
M,58.78,30
M,58.78,3
M,58.78,40
M,58.78,7
M,58.78,90
M,58.79,102.39
M,58.79,58
M,58.80,112
C,58.80,996
M,58.8,25
M,58.81,108
M,58.81,14
M,58.8,84.5
M,58.82,10
M,58.82,54
M,58.8,15.0
M,58.83,52
M,58.84,11
M,58.84,40
M,58.84,-15
M,58.85,46
M,58.85,55
M,58.86,36
M,58.86,54
M,58.86,37
M,58.86,68
M,58.87,120
M,58.87,55
M,58.88,24
M,58.88,57
M,58.89,34
M,58.89,70
M,58.89,72
M,58.90,36
M,58.9,104.7
M,58.9,73
M,58.9,32.1
M,58.91,28
M,58.92,27
M,58.92,8
M,58.92,19
M,58.92,35
M,58.92,30
M,58.93,42
X,58.93,-494
M,58.93,-21
M,58.93,16
M,58.93,33
M,58.93,55
M,58.94,44
M,58.95,39
M,58.95,46
M,58.95,26
M,58.95,65
M,58.96,105
Z,58.96,-155
M,58.96,49
M,58.96,34
M,58.97,27
M,58.97,67
M,59.0,92.3
M,58.99,50
Z,59,-133
M,59,38
M,59.00,33
M,59.00,59
M,59.00,69
M,59.01,42
M,59.01,72
M,59.01,39
M,59.02,44
M,59.02,26
M,59.02,92
M,59.02,9
M,59.04,-4
M,59.04,20
M,59.04,35
M,59.05,74
M,59.06,34
M,59.06,43
Z,59.07,-39
M,59.07,39
M,59.07,100
M,59.08,19
M,59.08,25
M,59.08,33
M,59.08,33
M,59.08,120
M,59.1,51
M,59.1,89
M,59.11,19
M,59.11,52
M,59.11,64
M,59.12,47.90
U,59.12,70
M,59.12,30
M,59.12,50
M,59.12,55
M,59.12,91
Z,59.12,-74
M,59.1,128.6
M,59.15,71
Z,59.15,-20
M,59.15,77
M,59.15,112
M,59.15,45
M,59.17,18
M,59.18,59
M,59.18,84
M,59.18,-38
M,59.18,47
M,59.18,-11
M,59.18,72
M,59.19,-3
M,59.19,14
M,59.19,42
M,59.20,144
M,59.2,9
M,59.20,41
M,59.21,44
M,59.22,0
M,59.22,66
M,59.22,84
M,59.22,88
M,59.24,39
M,59.25,51
M,59.25,23
M,59.25,80
M,59.25,106
M,59.25,39
M,59.26,30
M,59.26,67
M,59.26,86
M,59.27,59
M,59.3,46.9
M,59.27,15
Z,59.28,-109
M,59.28,21
M,59.28,83
M,59.28,58
M,59.28,-10
M,59.29,31
M,59.29,42
M,59.29,23
M,59.29,28
M,59.29,-11
M,59.29,37
M,59.29,47
M,59.29,69
M,59.3,-75
M,59.3,-28
M,59.3,31
M,59.30,76.6
M,59.30,-10
M,59.31,26
M,59.31,50
M,59.32,-26
M,59.32,-28
M,59.33,-6
M,59.33,-33
M,59.33,61
M,59.34,60
M,59.35,60
M,59.35,37
M,59.36,62
M,59.37,-34
M,59.37,-16
M,59.37,59
M,59.37,56
M,59.37,78
M,59.4,56.5
M,59.4,0.8
M,59.4,64.5
M,59.38,-10
M,59.38,33
M,59.38,58
M,59.40,35
Z,59.4,-64
M,59.4,20
M,59.40,75
M,59.41,8
Z,59.41,-172
M,59.41,80
M,59.41,-2
M,59.42,32
M,59.42,75
M,59.43,55
M,59.44,37
M,59.44,-20
M,59.44,16
M,59.44,19
M,59.44,10
M,59.45,15
M,59.45,15
M,59.45,39
M,59.45,87
M,59.46,-11
Z,59.46,9
M,59.46,49
M,59.47,13
M,59.47,80
M,59.47,128
Z,59.47,-28
M,59.47,-8
M,59.47,10
M,59.48,102
M,59.48,-45
M,59.5,51.9
M,59.49,86
M,59.50,27
M,59.51,24
M,59.51,74
M,59.5,68.9
M,59.52,27
M,59.53,87
M,59.53,33
M,59.53,37
M,59.53,-5
M,59.54,14
M,59.55,15
M,59.55,-214
Z,59.55,-96
Z,59.55,-68
M,59.55,-30
M,59.56,17
M,59.56,78
M,59.58,6
M,59.58,51
M,59.58,24
M,59.58,57
Z,59.59,-62
M,59.59,79
M,59.59,29
M,59.59,28
M,59.6,36.3
M,59.6,63
M,59.6,80
M,59.6,134
M,59.60,46
M,59.61,-13
M,59.61,24
M,59.61,61
M,59.63,1
M,59.63,4
M,59.63,98
M,59.63,36
M,59.63,-11
M,59.6,60.5
M,59.65,42
M,59.66,65
M,59.66,48
M,59.66,47
M,59.66,-2
M,59.67,7
M,59.67,74
M,59.67,-3
M,59.67,25
M,59.67,47
M,59.67,65
M,59.67,12
M,59.68,212
M,59.68,65
M,59.68,-17
M,59.68,0
M,59.7,42.9
M,59.69,50
M,59.70,28
M,59.70,20
M,59.7,0
M,59.7,9
M,59.70,36
M,59.72,67
M,59.72,52
M,59.73,-15
M,59.73,28
M,59.73,14
M,59.73,75
M,59.73,47
M,59.73,104
M,59.74,41
Z,59.74,-89
M,59.74,64
M,59.74,94
M,59.74,76
M,59.74,51
M,59.75,64
M,59.75,92
M,59.75,54
M,59.75,55
M,59.75,25
M,59.76,24
M,59.76,17
M,59.8,92.9
M,59.77,49
M,59.78,38
M,59.78,1
M,59.78,27
M,59.78,-32
M,59.78,60
M,59.79,-12
M,59.8,24
M,59.8,60.8
M,59.8,108
M,59.80,19
M,59.81,38
M,59.81,35
M,59.81,47
M,59.81,71
M,59.81,66
M,59.82,29
M,59.82,-32
M,59.83,62
M,59.85,79
M,59.85,115
M,59.86,69
M,59.87,46
M,59.87,20
M,59.87,133
M,59.89,24
M,59.89,-90
M,59.90,25
M,59.9,7
M,59.9,52
M,59.9,75
M,59.9,107
M,59.91,74
M,59.91,60
M,59.91,94
M,59.92,3
M,59.92,33
M,59.92,43
M,59.92,48
M,59.92,34
M,59.92,40
M,59.92,57
M,59.93,2
M,59.94,12
M,59.94,16
M,59.94,42
M,59.95,16
M,59.95,24
M,59.96,58
M,59.96,70
M,59.96,116
M,59.96,60
M,59.96,-4
Z,59.97,-23
M,59.97,69
M,59.98,19
M,59.98,69
M,59.98,10
M,59.98,51
M,59.99,-8
M,59.99,10
M,59.99,77
M,59.99,34
Z,60,-4
M,60.0,17
M,60.00,30
M,60,55
M,60.0,60
M,60.00,73.4
M,60,75
M,60,98
X,60.00,-56
M,60.01,-14
M,60.02,37
M,60.02,35
M,60.04,16
M,60.04,50
M,60.08,33
M,60.08,33
M,60.08,104
M,60.08,33
M,60.08,43
M,60.08,46
M,60.1,20
M,60.1,42
M,60.10,56
M,60.10,39
M,60.11,44
Z,60.11,-39
M,60.11,34
M,60.11,50
M,60.11,60
M,60.11,63
M,60.12,56
M,60.13,68
M,60.13,-24
M,60.14,-33
M,60.1,71.3
M,60.15,37
M,60.15,34
M,60.15,40
M,60.15,51
M,60.16,47
M,60.16,47
M,60.16,41
M,60.17,14
M,60.17,50
M,60.18,31
M,60.19,-7
M,60.19,12
M,60.19,77
M,60.19,-38
M,60.19,28
M,60.2,-7
M,60.2,17
M,60.20,50.8
M,60.2,76
M,60.2,91
M,60.20,101
M,60.20,60
M,60.21,-45
M,60.21,104
M,60.22,-27
M,60.22,17
M,60.22,99
M,60.23,-70
M,60.23,-13
M,60.2,122.3
Z,60.24,-44
M,60.25,44
M,60.3,73.8
M,60.26,11
M,60.26,-32
M,60.26,-8
M,60.26,59
M,60.27,51
M,60.27,30
M,60.27,55
M,60.28,71
M,60.28,31
M,60.28,51
M,60.28,8
M,60.3,64.1
M,60.29,14
M,60.29,26
M,60.30,38
M,60.30,-9
M,60.3,11
M,60.3,41
M,60.3,44
M,60.3,76
M,60.3,80
M,60.3,132
M,60.30,7
M,60.30,-21
M,60.30,3
M,60.30,77
M,60.30,84
M,60.31,25
M,60.31,15
M,60.32,-10
M,60.32,71
Z,60.32,-28
M,60.32,72
M,60.32,-19
M,60.3,55.2
M,60.33,32
M,60.33,49
M,60.34,69
M,60.34,19
M,60.34,9
M,60.34,48
M,60.34,21
M,60.34,55
M,60.35,33
M,60.35,55
M,60.36,47
M,60.36,8
M,60.37,-36
M,60.37,36
M,60.38,25
M,60.38,59
M,60.38,22
M,60.40,122
M,60.4,-16
M,60.41,60
M,60.41,69
M,60.42,-13
M,60.42,23
M,60.43,57
M,60.43,62
M,60.43,51
M,60.4,52.8
M,60.44,77
M,60.44,10
M,60.45,50.37
M,60.45,57
M,60.5,75.0
M,60.5,25.4
M,60.5,70.2
M,60.5,36
M,60.5,42
M,60.50,-19
M,60.51,39
M,60.52,57
M,60.53,37
M,60.53,12
M,60.53,45
M,60.5,31.3
M,60.54,5
M,60.54,20
M,60.54,46
M,60.56,76
M,60.56,-16
M,60.6,117.8
M,60.57,49
M,60.57,56
M,60.57,-12
M,60.57,42
M,60.58,70
M,60.59,62
M,60.59,28
M,60.59,41
M,60.59,55
M,60.60,29
M,60.60,24
M,60.6,-50
M,60.6,113
M,60.61,23
M,60.61,27
M,60.62,52
M,60.62,45.61
M,60.63,31
M,60.63,8
M,60.63,36
M,60.63,3
M,60.63,-2
M,60.63,75
M,60.64,50
M,60.65,6
Z,60.65,-118
M,60.65,67
M,60.6,27.4
M,60.65,63
M,60.66,4
M,60.66,20
M,60.66,43
M,60.67,55
M,60.68,-17
M,60.68,49.04
M,60.68,13
M,60.68,16
M,60.68,20
M,60.69,20
M,60.69,82
M,60.69,51
Z,60.7,-136
M,60.7,-5
M,60.7,47
M,60.70,28
M,60.70,-10
M,60.71,46
M,60.71,17
M,60.71,18
M,60.7,44.0
M,60.72,72
M,60.72,2
M,60.72,31
M,60.74,24
M,60.74,14
M,60.74,35
M,60.75,81
M,60.75,16
M,60.76,59
M,60.76,59
M,60.76,17
M,60.76,37
M,60.76,79
M,60.76,43
M,60.77,53
M,60.78,15
M,60.78,68
M,60.78,33
M,60.80,14
M,60.81,17
M,60.81,45
M,60.81,44
M,60.81,24
M,60.81,12
M,60.82,-7
M,60.83,53.99
M,60.83,44
M,60.83,23
M,60.84,53
M,60.84,48
M,60.84,61
M,60.84,48
M,60.84,-6
M,60.84,57
M,60.84,16
M,60.85,39
M,60.85,52
M,60.88,-10
M,60.88,-74
Z,60.88,-70
M,60.88,-10
M,60.89,46
M,60.89,55
M,60.90,43
M,60.9,37.0
M,60.9,56
M,60.9,59
M,60.91,-23
M,60.92,-32
M,60.92,47
M,60.92,10
M,60.9,39
M,60.92,15
M,60.92,27
M,60.92,17
M,60.93,-4
M,60.93,31
M,60.93,52
M,60.93,30
M,60.95,52
M,60.96,19
M,60.96,9
M,60.97,28
M,60.97,42
M,60.97,23
M,60.97,42
M,60.98,80
M,60.98,37
M,60.99,13
M,61.00,-4
Z,61,-148
M,61,44
M,61,59.0
M,61.02,-33
M,61.02,35
M,61.02,32
M,61.02,15
M,61.02,-61
M,61.02,57
M,61.02,67
M,61.02,59
M,61.03,46
M,61.03,89
M,61.03,119
M,61.03,2
M,61.03,45
M,61.03,27
M,61.04,14
M,61.04,69
M,61.04,115
M,61.05,43
M,61.05,9
M,61.05,55
X,61.06,-157
M,61.06,40
M,61.07,22
Z,61.07,-171
M,61.09,-7
M,61.09,66
M,61.10,51.71
M,61.1,60.8
M,61.1,14.1
M,61.11,55
M,61.11,-26
M,61.11,-17
M,61.11,15
Z,61.12,2
M,61.12,63
M,61.13,36
M,61.13,53
M,61.14,62
M,61.14,56
M,61.14,36
M,61.14,-6
M,61.14,9
M,61.15,66
M,61.15,39
M,61.15,26
M,61.15,35
M,61.15,6
M,61.16,70
M,61.17,-8
M,61.17,54
M,61.17,60
M,61.17,42
M,61.18,-1
M,61.18,17
M,61.18,49
M,61.19,-22
M,61.19,16
M,61.20,31
M,61.2,14
M,61.2,51
M,61.2,66
M,61.20,50
M,61.21,59
M,61.2,37.5
M,61.21,49
M,61.22,11
M,61.22,22
M,61.22,-76
M,61.22,19
M,61.22,48
M,61.22,-16
Z,61.23,-71
M,61.23,17
M,61.23,69
M,61.23,28
M,61.23,49
M,61.23,-11
Z,61.24,-148
M,61.24,5
M,61.24,71
M,61.24,39
M,61.2,83.9
M,61.25,-41
M,61.25,28
M,61.26,-13
M,61.26,29
M,61.26,43
M,61.27,23
M,61.27,8
M,61.27,-1
M,61.29,42
M,61.29,62
M,61.29,29
M,61.29,47
M,61.29,-6
M,61.3,45
M,61.3,58
M,61.3,75.5
Z,61.31,-78
M,61.31,-16
M,61.31,40
M,61.32,61
M,61.32,25
M,61.33,38
M,61.33,52
M,61.33,45
Z,61.34,-147
M,61.35,76
M,61.35,54
M,61.35,35
M,61.4,49.4
M,61.35,55
M,61.35,0
M,61.35,61
M,61.36,54
M,61.37,60
M,61.38,6
M,61.39,-38
M,61.39,33
M,61.39,34
M,61.39,20
M,61.39,0
M,61.4,8
M,61.4,12
M,61.4,28
M,61.4,50
M,61.4,51
M,61.4,54
M,61.41,-18
M,61.41,-41
M,61.42,17
M,61.43,69
M,61.44,50
M,61.44,-9
M,61.45,73
M,61.46,47
M,61.46,40
M,61.47,56
M,61.47,-13
M,61.48,52
M,61.5,28.4
M,61.48,97
M,61.50,71.6
M,61.5,154
M,61.50,63
M,61.50,25
M,61.51,38
M,61.52,83
M,61.53,37
M,61.53,-11
M,61.53,9
M,61.54,18
M,61.54,45
M,61.54,-14
M,61.54,44.09
M,61.54,-29
M,61.54,6
M,61.54,54
M,61.54,9
M,61.55,90
M,61.5,34.8
M,61.55,55.90
Z,61.56,-54
M,61.56,6
M,61.57,65
M,61.58,-13
M,61.58,6
M,61.58,41
M,61.58,62
M,61.59,46
M,61.60,55
M,61.6,48
M,61.6,60
M,61.6,61
M,61.60,56
M,61.60,112
Z,61.61,-62
M,61.61,57
M,61.61,38
M,61.62,100
M,61.62,5
M,61.62,38
M,61.62,47
M,61.62,58
M,61.64,54
M,61.64,52
M,61.64,12
M,61.65,-48
M,61.7,46.6
M,61.65,48
M,61.65,51
M,61.66,-62
M,61.66,23
M,61.66,37
M,61.66,56
X,61.67,-104
M,61.67,4
M,61.67,21
M,61.67,-2
M,61.67,3
M,61.68,71
M,61.69,31
M,61.69,72
M,61.7,24
M,61.7,48
M,61.7,54
M,61.7,59
M,61.7,62
M,61.70,26
M,61.70,65
M,61.71,56
M,61.71,31
M,61.72,77
M,61.72,34
M,61.72,57
M,61.72,16
M,61.73,55
M,61.74,5
M,61.75,59
M,61.76,23
M,61.76,50
M,61.76,27
M,61.77,34
M,61.77,37
M,61.78,71
M,61.78,29
M,61.78,40
M,61.78,51
M,61.78,84
M,61.8,57.0
M,61.80,23
M,61.80,25
M,61.8,-65
M,61.8,2
M,61.80,13
M,61.81,30
M,61.81,63
Z,61.82,-24
M,61.82,40
M,61.82,10
M,61.82,22
M,61.82,55
M,61.83,36
M,61.83,26
M,61.84,17
M,61.84,46
M,61.85,72
M,61.86,11
M,61.86,44
M,61.86,54
M,61.86,69
M,61.86,68
M,61.87,54
M,61.87,39
M,61.87,47
M,61.88,53
M,61.88,-1
M,61.9,45.0
M,61.89,29
M,61.89,48
M,61.90,53
M,61.9,-16
M,61.9,34
M,61.90,46.2
M,61.90,52.1
M,61.90,38
M,61.90,45
M,61.91,80
M,61.91,55
M,61.92,27
M,61.9,21.9
M,61.92,-5
M,61.92,28
M,61.93,37
M,61.93,-4
M,61.93,33
M,61.93,65
M,61.94,-10
M,62.0,41.3
M,61.96,108
M,61.96,12
M,61.96,24
M,61.97,28
M,61.97,24
M,61.98,31
M,61.99,47.32
M,61.99,35
Z,61.99,13
M,61.99,21
M,61.99,24
M,62.00,53
M,62.0,24.1
M,62.0,10
M,62.0,56.6
M,62,57
M,62,71
M,62,81
M,62.01,48
M,62.01,56
M,62.0,13.8
M,62.01,47
M,62.02,27
M,62.03,47
M,62.03,68
M,62.04,57
M,62.04,37
M,62.04,2
M,62.04,92
Z,62.04,41
M,62.04,-22
M,62.04,114
M,62.05,28
M,62.05,40
M,62.05,-4
M,62.06,85
M,62.06,8
M,62.07,29
M,62.07,61
M,62.1,75.3
M,62.09,2
M,62.09,65
M,62.1,20
M,62.1,59
M,62.10,19
M,62.11,-1
M,62.12,28
M,62.12,6
M,62.12,5
M,62.14,20
M,62.14,53
M,62.15,52
M,62.15,35
M,62.15,41
M,62.16,41.23
M,62.16,-25
M,62.18,6
Z,62.18,-51
M,62.19,43
Z,62.19,-73
M,62.20,38
M,62.20,-4
M,62.20,40
M,62.2,-53
M,62.2,16
M,62.20,36.5
M,62.2,70
M,62.2,81.5
M,62.21,48
M,62.21,-16
M,62.2,87.4
Z,62.21,-80
M,62.22,14
M,62.22,51
M,62.22,35
M,62.23,38
M,62.23,32
M,62.23,35
M,62.23,-12
M,62.23,35
M,62.25,29
M,62.26,-17
M,62.26,21
M,62.26,26
M,62.26,38
M,62.26,59
M,62.26,72
M,62.27,-59
Z,62.28,2
M,62.28,6
M,62.3,35.9
M,62.29,3
M,62.29,56
M,62.30,69
M,62.30,12
M,62.30,90
M,62.3,-53
M,62.3,17
M,62.3,59
M,62.3,78
M,62.30,107.0
M,62.30,-53
M,62.30,32
M,62.31,85
M,62.32,48
M,62.32,81
M,62.32,66
M,62.32,46
M,62.32,21
M,62.33,61
M,62.33,33
M,62.33,4
M,62.33,14
M,62.34,44
M,62.35,-9
M,62.35,44
M,62.36,24
M,62.36,34
M,62.36,52.09
M,62.36,5
M,62.4,44
M,62.37,80
M,62.38,25
M,62.38,58
M,62.38,43
M,62.38,31
M,62.38,60
M,62.4,5.8
M,62.39,43
M,62.4,2
M,62.4,56
M,62.4,62
M,62.40,18
M,62.42,41
M,62.43,31
M,62.43,-9
M,62.43,54
M,62.43,56
M,62.43,43
M,62.43,94
M,62.43,36
M,62.45,0
M,62.5,12.8
M,62.46,22
M,62.46,37
Z,62.47,-103
M,62.47,52
M,62.47,77
M,62.48,45
U,62.48,16
M,62.49,60
M,62.49,57
M,62.50,69
M,62.50,13
M,62.5,17
M,62.5,55
M,62.51,127
U,62.51,49
M,62.51,10
M,62.51,23
M,62.51,24
M,62.51,87
Z,62.53,-36
M,62.53,53
M,62.53,-4
M,62.54,-36
M,62.55,14
M,62.55,23
M,62.55,40
M,62.55,15
M,62.56,30
M,62.56,19
M,62.57,-43
M,62.58,67
M,62.58,77
M,62.59,24
M,62.59,53
M,62.59,94
M,62.59,129
M,62.59,62
Z,62.6,-53
M,62.6,23
M,62.6,27
M,62.6,33
M,62.6,52
M,62.6,55
M,62.61,51
M,62.62,38
M,62.62,-4
M,62.62,41
M,62.62,71
M,62.63,73
M,62.63,25
M,62.63,27
M,62.63,-1
U,62.64,65
M,62.6,43.6
M,62.64,16
M,62.7,33.2
M,62.66,-16
M,62.66,25
M,62.67,20
M,62.67,46
M,62.67,70
M,62.67,54
M,62.68,-5
M,62.68,-2
M,62.69,-81
M,62.69,28
M,62.69,51
M,62.69,61
M,62.69,51
M,62.69,48
Z,62.7,-103
M,62.7,38
M,62.7,47.9
M,62.70,52.6
M,62.7,69
M,62.7,79
M,62.71,-49
M,62.71,18
M,62.71,30
M,62.71,47
M,62.72,13
M,62.73,10
M,62.73,11
M,62.73,36
M,62.73,89
M,62.7,61.5
M,62.74,0
M,62.74,73
M,62.7,46.9
M,62.75,44
M,62.75,-6
M,62.75,19
M,62.77,48
M,62.78,40
M,62.78,32
Z,62.78,-51
M,62.78,-56
M,62.79,33
M,62.79,46
M,62.79,48
M,62.80,46
M,62.80,-51
M,62.80,-37
M,62.80,-24
M,62.80,18
M,62.80,34
M,62.80,74
M,62.8,-20
M,62.8,4
M,62.80,53.2
M,62.8,64
M,62.80,49
M,62.81,50
M,62.81,36
M,62.82,-3
M,62.82,70
M,62.83,-9
M,62.83,45
M,62.83,44
M,62.84,-12
M,62.84,96
M,62.84,43
M,62.86,48
M,62.86,0
M,62.86,-77
M,62.86,66
M,62.88,-51
M,62.88,55
M,62.89,24
M,62.9,31.4
M,62.89,-14
M,62.89,16
M,62.89,54.76
M,62.90,95
Z,62.9,-47
M,62.9,-1
M,62.9,51.3
M,62.91,53
M,62.91,14
M,62.91,-31
M,62.91,31
M,62.92,62
M,62.92,3
M,62.92,23
M,62.92,29
M,62.92,64
M,62.93,22
M,62.93,76
M,62.93,81
M,62.93,26
Z,62.94,-45
M,62.94,45
M,62.96,11
M,62.96,164
M,63.0,51.5
M,62.97,44
M,62.98,55
M,62.98,60
M,62.98,59
Z,62.99,-57
M,62.99,25
M,63,26
M,63,32
M,63.00,32
M,63.00,6
M,63.00,31
M,63.00,54
M,63.00,55
M,63.0,71
M,63.01,20
Z,63.01,-76
M,63.01,-40
M,63.01,12
M,63.02,45
M,63.02,29.22
M,63.02,37
M,63.03,68
M,63.03,30
M,63.03,5
M,63.04,36
M,63.04,29
M,63.04,20
M,63.05,100
M,63.05,47
M,63.06,1
M,63.06,80
M,63.06,18
M,63.07,112
M,63.08,-8
M,63.08,-31
M,63.08,30
M,63.08,25
M,63.09,-64
M,63.09,4
M,63.09,29
M,63.09,34
M,63.09,47
M,63.09,33
M,63.09,58
M,63.1,10
M,63.1,48
M,63.10,48.1
M,63.1,63
M,63.10,49
M,63.13,23
M,63.14,57
M,63.14,-7
M,63.14,69
M,63.15,6
M,63.15,15
M,63.2,45.4
M,63.17,-30
M,63.2,-28.0
M,63.18,-8
M,63.19,37
M,63.2,0.8
M,63.2,25
M,63.2,41
M,63.2,43
M,63.2,52
M,63.20,40
M,63.20,39
M,63.21,20
M,63.21,58
M,63.21,15
M,63.21,68
M,63.21,28
M,63.21,45
M,63.21,58
M,63.21,63
M,63.22,37
M,63.22,74
M,63.24,17
M,63.24,34
M,63.25,48
Z,63.25,-84
Z,63.25,-14
M,63.25,-12
M,63.25,27
M,63.25,47
M,63.25,51
M,63.25,53
M,63.25,79
M,63.25,58
M,63.26,13
X,63.26,-94
M,63.26,-8
M,63.26,54
M,63.27,35
M,63.28,-3
M,63.29,42
M,63.29,49
Z,63.29,-39
M,63.29,43
M,63.29,54
M,63.29,73
Z,63.30,-60
M,63.3,40
M,63.31,61.04
M,63.33,41
M,63.34,-4
M,63.34,0
M,63.34,50
M,63.34,46
M,63.34,-26
M,63.34,31
M,63.34,18
M,63.35,55.3
M,63.35,-24
U,63.36,74
M,63.37,2
M,63.38,47
M,63.38,50
M,63.38,6
M,63.39,46
M,63.41,44
M,63.42,-9
M,63.42,-55
M,63.42,86
M,63.42,37
M,63.43,111
M,63.44,1
M,63.45,128
M,63.45,32
M,63.45,48
M,63.45,48
M,63.46,102
U,63.46,19
M,63.46,44
M,63.46,75
M,63.46,121
M,63.5,43.8
M,63.47,39
M,63.47,34
M,63.48,27
M,63.48,11
M,63.48,54
M,63.49,69
M,63.49,47
M,63.49,39
M,63.50,87
M,63.5,21
M,63.50,43.6
M,63.5,53
M,63.5,60
M,63.5,16
M,63.52,22
M,63.52,-1
M,63.52,32
M,63.53,-28
M,63.53,38
M,63.53,31
M,63.53,-20
M,63.5,49.9
M,63.55,-47
M,63.55,36
M,63.55,62
M,63.55,68
M,63.55,29
M,63.56,37
M,63.57,41
M,63.57,23
M,63.57,36
M,63.57,56
M,63.58,36
M,63.59,22
M,63.59,-21
M,63.59,-5
M,63.59,29
M,63.60,67
M,63.6,30
M,63.60,25
M,63.61,-19
M,63.62,70
M,63.62,24
M,63.6,67.8
M,63.63,85
M,63.63,84
M,63.6,54
M,63.64,10
M,63.64,37
M,63.64,55
M,63.7,71.1
Z,63.66,-18
M,63.67,72
M,63.7,-19.7
M,63.67,63
M,63.67,65
M,63.69,28
M,63.70,76
M,63.70,116
M,63.70,-25
M,63.7,-9
M,63.7,43
M,63.7,66.5
M,63.70,59
M,63.70,60
M,63.71,10
M,63.71,-21
M,63.71,-8
M,63.71,19
M,63.72,36
M,63.72,41
M,63.72,47
M,63.72,64
M,63.72,85
M,63.72,59
M,63.72,41
M,63.7,106.8
M,63.73,80
M,63.73,42
M,63.74,19
M,63.74,78
M,63.74,-1
M,63.75,61
M,63.76,21
M,63.76,29
M,63.76,46
M,63.77,115
M,63.77,21
M,63.77,58
M,63.77,19
M,63.77,0
M,63.77,48
M,63.77,32
M,63.8,36.2
M,63.78,-16
M,63.79,35
M,63.8,-34
M,63.80,-7
M,63.80,32
M,63.80,47.7
M,63.80,2
M,63.80,47
M,63.81,59
M,63.81,24
M,63.82,50
M,63.84,58
M,63.85,46
M,63.85,29.99
M,63.86,62
M,63.87,39
M,63.88,-45
M,63.88,39
M,63.89,-11
M,63.89,-7
M,63.89,58
M,63.89,44
M,63.90,14
M,63.91,36
M,63.91,101
M,63.9,31.7
M,63.92,51
M,63.93,54
M,63.93,43
M,63.93,51
M,63.93,17
M,63.93,82
M,63.94,45
M,63.94,50
M,63.94,17
M,63.95,17
M,63.9,-0.6
M,63.95,31
M,64.0,24.4
M,63.98,54
M,63.98,32
M,64.0,84.4
M,63.99,45
M,63.99,53
M,63.99,-13
M,64.00,18
M,64.00,25
Z,64,-49
M,64,-39
M,64,-14
M,64.00,34.7
M,64.0,46.1
M,64.01,59
M,64.01,12
M,64.01,14
M,64.03,3
M,64.04,-6
M,64.04,10
M,64.04,63
M,64.05,29
M,64.06,28
M,64.06,32
M,64.08,-15
M,64.09,-1
M,64.09,46
M,64.10,53
M,64.10,17
M,64.10,41
M,64.1,6
M,64.1,41
M,64.1,51
M,64.10,58
M,64.11,36
M,64.12,50
M,64.12,33
M,64.13,-2
M,64.13,7
M,64.1,69.4
M,64.14,-18
M,64.14,48
M,64.16,69
M,64.16,51
M,64.16,86
M,64.17,13
M,64.17,35
M,64.17,64
M,64.18,44
M,64.19,62
M,64.19,89
M,64.19,76
M,64.2,13
M,64.20,-8
M,64.21,15
M,64.21,17
M,64.22,52
M,64.23,16
M,64.23,73
M,64.23,32
M,64.23,49
M,64.24,-18
M,64.24,51
M,64.2,32.6
M,64.25,73
M,64.25,52
M,64.25,21
M,64.26,41
M,64.26,35
M,64.27,6
X,64.27,-281
M,64.29,14
M,64.30,27
Z,64.3,-96
M,64.3,37.6
M,64.3,39.0
M,64.31,-22
M,64.31,35
M,64.31,39
M,64.31,67
M,64.31,-3
M,64.33,-23
M,64.33,22
M,64.3,31.8
M,64.35,84
M,64.35,51
M,64.36,11
M,64.36,25
